,UF,regiao,data,perm_media
2677,Pará,Norte,2016-05-01,4.0
2678,Amapá,Norte,2016-05-01,5.8
2679,Tocantins,Norte,2016-05-01,5.1
2680,Maranhão,Nordeste,2016-05-01,4.8
2681,Piauí,Nordeste,2016-05-01,4.4
2682,Ceará,Nordeste,2016-05-01,5.5
2683,Rio Grande do Norte,Nordeste,2016-05-01,6.1
2684,Paraíba,Nordeste,2016-05-01,5.6
2685,Pernambuco,Nordeste,2016-05-01,5.6
2686,Alagoas,Nordeste,2016-05-01,5.0
2687,Sergipe,Nordeste,2016-05-01,5.1
2688,Bahia,Nordeste,2016-05-01,4.6
2689,Minas Gerais,Sudeste,2016-05-01,5.2
2690,Espírito Santo,Sudeste,2016-05-01,5.1
2691,Rio de Janeiro,Sudeste,2016-05-01,7.2
2692,São Paulo,Sudeste,2016-05-01,5.4
2693,Paraná,Sul,2016-05-01,4.6
2694,Santa Catarina,Sul,2016-05-01,4.8
2695,Rio Grande do Sul,Sul,2016-05-01,6.1
2696,Mato Grosso do Sul,Centro-Oeste,2016-05-01,4.8
2697,Mato Grosso,Centro-Oeste,2016-05-01,4.5
2698,Goiás,Centro-Oeste,2016-05-01,4.6
2699,Distrito Federal,Centro-Oeste,2016-05-01,6.4
2700,Rondônia,Norte,2016-06-01,4.9
2701,Acre,Norte,2016-06-01,5.2
2702,Amazonas,Norte,2016-06-01,5.2
2703,Roraima,Norte,2016-06-01,5.7
2704,Pará,Norte,2016-06-01,4.0
2705,Amapá,Norte,2016-06-01,5.4
2706,Tocantins,Norte,2016-06-01,5.2
2707,Maranhão,Nordeste,2016-06-01,4.8
2708,Piauí,Nordeste,2016-06-01,4.4
2709,Ceará,Nordeste,2016-06-01,5.7
2710,Rio Grande do Norte,Nordeste,2016-06-01,5.8
2711,Paraíba,Nordeste,2016-06-01,5.6
2712,Pernambuco,Nordeste,2016-06-01,5.6
2713,Alagoas,Nordeste,2016-06-01,4.9
2714,Sergipe,Nordeste,2016-06-01,5.4
2715,Bahia,Nordeste,2016-06-01,4.8
2716,Minas Gerais,Sudeste,2016-06-01,5.2
2717,Espírito Santo,Sudeste,2016-06-01,5.1
2718,Rio de Janeiro,Sudeste,2016-06-01,7.2
2719,São Paulo,Sudeste,2016-06-01,5.4
2720,Paraná,Sul,2016-06-01,4.6
2721,Santa Catarina,Sul,2016-06-01,5.3
2722,Rio Grande do Sul,Sul,2016-06-01,6.1
2723,Mato Grosso do Sul,Centro-Oeste,2016-06-01,4.8
2724,Mato Grosso,Centro-Oeste,2016-06-01,4.6
2725,Goiás,Centro-Oeste,2016-06-01,4.7
2726,Distrito Federal,Centro-Oeste,2016-06-01,6.1
2727,Rondônia,Norte,2016-07-01,4.7
2728,Acre,Norte,2016-07-01,5.1
2729,Amazonas,Norte,2016-07-01,5.4
2730,Roraima,Norte,2016-07-01,5.6
2731,Pará,Norte,2016-07-01,4.0
2732,Amapá,Norte,2016-07-01,5.7
2733,Tocantins,Norte,2016-07-01,5.2
2734,Maranhão,Nordeste,2016-07-01,4.9
2735,Piauí,Nordeste,2016-07-01,4.4
2736,Ceará,Nordeste,2016-07-01,5.6
2737,Rio Grande do Norte,Nordeste,2016-07-01,6.0
2738,Paraíba,Nordeste,2016-07-01,5.6
2739,Pernambuco,Nordeste,2016-07-01,5.4
2740,Alagoas,Nordeste,2016-07-01,4.9
2741,Sergipe,Nordeste,2016-07-01,5.3
2742,Bahia,Nordeste,2016-07-01,4.7
2743,Minas Gerais,Sudeste,2016-07-01,5.2
2744,Espírito Santo,Sudeste,2016-07-01,5.3
2745,Rio de Janeiro,Sudeste,2016-07-01,11.6
2746,São Paulo,Sudeste,2016-07-01,5.3
2747,Paraná,Sul,2016-07-01,4.7
2748,Santa Catarina,Sul,2016-07-01,9.4
2749,Rio Grande do Sul,Sul,2016-07-01,6.2
2750,Mato Grosso do Sul,Centro-Oeste,2016-07-01,4.9
2751,Mato Grosso,Centro-Oeste,2016-07-01,4.6
2752,Goiás,Centro-Oeste,2016-07-01,4.8
2753,Distrito Federal,Centro-Oeste,2016-07-01,6.3
2754,Rondônia,Norte,2016-08-01,4.6
2755,Acre,Norte,2016-08-01,5.2
2756,Amazonas,Norte,2016-08-01,5.2
2757,Roraima,Norte,2016-08-01,5.1
2758,Pará,Norte,2016-08-01,4.0
2759,Amapá,Norte,2016-08-01,5.2
2760,Tocantins,Norte,2016-08-01,5.5
2761,Maranhão,Nordeste,2016-08-01,4.9
2762,Piauí,Nordeste,2016-08-01,4.4
2763,Ceará,Nordeste,2016-08-01,5.6
2764,Rio Grande do Norte,Nordeste,2016-08-01,6.2
2765,Paraíba,Nordeste,2016-08-01,5.7
2766,Pernambuco,Nordeste,2016-08-01,5.4
2767,Alagoas,Nordeste,2016-08-01,4.9
2768,Sergipe,Nordeste,2016-08-01,4.5
2769,Bahia,Nordeste,2016-08-01,4.6
2770,Minas Gerais,Sudeste,2016-08-01,5.3
2771,Espírito Santo,Sudeste,2016-08-01,4.9
2772,Rio de Janeiro,Sudeste,2016-08-01,8.8
2773,São Paulo,Sudeste,2016-08-01,5.3
2774,Paraná,Sul,2016-08-01,4.5
2775,Santa Catarina,Sul,2016-08-01,4.7
2776,Rio Grande do Sul,Sul,2016-08-01,6.1
2777,Mato Grosso do Sul,Centro-Oeste,2016-08-01,4.8
2778,Mato Grosso,Centro-Oeste,2016-08-01,4.6
2779,Goiás,Centro-Oeste,2016-08-01,4.8
2780,Distrito Federal,Centro-Oeste,2016-08-01,6.2
2781,Rondônia,Norte,2016-09-01,4.6
2782,Acre,Norte,2016-09-01,5.1
2783,Amazonas,Norte,2016-09-01,5.1
2784,Roraima,Norte,2016-09-01,5.6
2785,Pará,Norte,2016-09-01,4.1
2786,Amapá,Norte,2016-09-01,5.3
2787,Tocantins,Norte,2016-09-01,5.3
2788,Maranhão,Nordeste,2016-09-01,4.9
2789,Piauí,Nordeste,2016-09-01,4.4
2790,Ceará,Nordeste,2016-09-01,5.4
2791,Rio Grande do Norte,Nordeste,2016-09-01,6.3
2792,Paraíba,Nordeste,2016-09-01,5.6
2793,Pernambuco,Nordeste,2016-09-01,5.4
2794,Alagoas,Nordeste,2016-09-01,4.9
2795,Sergipe,Nordeste,2016-09-01,5.6
2796,Bahia,Nordeste,2016-09-01,4.8
2797,Minas Gerais,Sudeste,2016-09-01,5.2
2798,Espírito Santo,Sudeste,2016-09-01,5.2
2799,Rio de Janeiro,Sudeste,2016-09-01,7.5
2800,São Paulo,Sudeste,2016-09-01,5.3
2801,Paraná,Sul,2016-09-01,4.7
2802,Santa Catarina,Sul,2016-09-01,4.8
2803,Rio Grande do Sul,Sul,2016-09-01,6.2
2804,Mato Grosso do Sul,Centro-Oeste,2016-09-01,4.6
2805,Mato Grosso,Centro-Oeste,2016-09-01,4.6
2806,Goiás,Centro-Oeste,2016-09-01,4.5
2807,Distrito Federal,Centro-Oeste,2016-09-01,6.1
2808,Rondônia,Norte,2016-10-01,4.8
2809,Acre,Norte,2016-10-01,5.2
2810,Amazonas,Norte,2016-10-01,5.4
2811,Roraima,Norte,2016-10-01,5.7
2812,Pará,Norte,2016-10-01,4.2
2813,Amapá,Norte,2016-10-01,5.3
2814,Tocantins,Norte,2016-10-01,5.3
2815,Maranhão,Nordeste,2016-10-01,4.9
2816,Piauí,Nordeste,2016-10-01,4.5
2817,Ceará,Nordeste,2016-10-01,5.6
2818,Rio Grande do Norte,Nordeste,2016-10-01,6.1
2819,Paraíba,Nordeste,2016-10-01,5.4
2820,Pernambuco,Nordeste,2016-10-01,5.6
2821,Alagoas,Nordeste,2016-10-01,5.2
2822,Sergipe,Nordeste,2016-10-01,5.2
2823,Bahia,Nordeste,2016-10-01,4.8
2824,Minas Gerais,Sudeste,2016-10-01,5.3
2825,Espírito Santo,Sudeste,2016-10-01,5.2
2826,Rio de Janeiro,Sudeste,2016-10-01,8.1
2827,São Paulo,Sudeste,2016-10-01,5.4
2828,Paraná,Sul,2016-10-01,4.5
2829,Santa Catarina,Sul,2016-10-01,4.7
2830,Rio Grande do Sul,Sul,2016-10-01,6.2
2831,Mato Grosso do Sul,Centro-Oeste,2016-10-01,4.7
2832,Mato Grosso,Centro-Oeste,2016-10-01,4.7
2833,Goiás,Centro-Oeste,2016-10-01,4.9
2834,Distrito Federal,Centro-Oeste,2016-10-01,6.3
2835,Rondônia,Norte,2016-11-01,4.6
2836,Acre,Norte,2016-11-01,5.5
2837,Amazonas,Norte,2016-11-01,5.2
2838,Roraima,Norte,2016-11-01,5.3
2839,Pará,Norte,2016-11-01,4.1
2840,Amapá,Norte,2016-11-01,5.0
2841,Tocantins,Norte,2016-11-01,5.0
2842,Maranhão,Nordeste,2016-11-01,4.9
2843,Piauí,Nordeste,2016-11-01,4.6
2844,Ceará,Nordeste,2016-11-01,5.6
2845,Rio Grande do Norte,Nordeste,2016-11-01,5.9
2846,Paraíba,Nordeste,2016-11-01,5.6
2847,Pernambuco,Nordeste,2016-11-01,5.7
2848,Alagoas,Nordeste,2016-11-01,4.9
2849,Sergipe,Nordeste,2016-11-01,5.4
2850,Bahia,Nordeste,2016-11-01,4.9
2851,Minas Gerais,Sudeste,2016-11-01,5.2
2852,Espírito Santo,Sudeste,2016-11-01,5.2
2853,Rio de Janeiro,Sudeste,2016-11-01,7.8
2854,São Paulo,Sudeste,2016-11-01,5.4
2855,Paraná,Sul,2016-11-01,4.6
2856,Santa Catarina,Sul,2016-11-01,4.7
2857,Rio Grande do Sul,Sul,2016-11-01,6.1
2858,Mato Grosso do Sul,Centro-Oeste,2016-11-01,4.8
2859,Mato Grosso,Centro-Oeste,2016-11-01,4.8
2860,Goiás,Centro-Oeste,2016-11-01,5.0
2861,Distrito Federal,Centro-Oeste,2016-11-01,6.3
2862,Rondônia,Norte,2016-12-01,4.6
2863,Acre,Norte,2016-12-01,5.0
2864,Amazonas,Norte,2016-12-01,5.4
2865,Roraima,Norte,2016-12-01,5.7
2866,Pará,Norte,2016-12-01,4.1
2867,Amapá,Norte,2016-12-01,4.8
2868,Tocantins,Norte,2016-12-01,5.3
2869,Maranhão,Nordeste,2016-12-01,4.9
2870,Piauí,Nordeste,2016-12-01,4.6
2871,Ceará,Nordeste,2016-12-01,5.6
2872,Rio Grande do Norte,Nordeste,2016-12-01,5.9
2873,Paraíba,Nordeste,2016-12-01,5.6
2874,Pernambuco,Nordeste,2016-12-01,5.7
2875,Alagoas,Nordeste,2016-12-01,5.2
2876,Sergipe,Nordeste,2016-12-01,5.3
2877,Bahia,Nordeste,2016-12-01,5.0
2878,Minas Gerais,Sudeste,2016-12-01,5.2
2879,Espírito Santo,Sudeste,2016-12-01,5.1
2880,Rio de Janeiro,Sudeste,2016-12-01,8.7
2881,São Paulo,Sudeste,2016-12-01,5.3
2882,Paraná,Sul,2016-12-01,4.6
2883,Santa Catarina,Sul,2016-12-01,4.5
2884,Rio Grande do Sul,Sul,2016-12-01,5.9
2885,Mato Grosso do Sul,Centro-Oeste,2016-12-01,4.6
2886,Mato Grosso,Centro-Oeste,2016-12-01,4.6
2887,Goiás,Centro-Oeste,2016-12-01,4.8
2888,Distrito Federal,Centro-Oeste,2016-12-01,6.1
2889,Rondônia,Norte,2017-01-01,4.9
2890,Acre,Norte,2017-01-01,5.3
2891,Amazonas,Norte,2017-01-01,5.3
2892,Roraima,Norte,2017-01-01,5.5
2893,Pará,Norte,2017-01-01,4.3
2894,Amapá,Norte,2017-01-01,5.2
2895,Tocantins,Norte,2017-01-01,5.3
2896,Maranhão,Nordeste,2017-01-01,4.9
2897,Piauí,Nordeste,2017-01-01,4.7
2898,Ceará,Nordeste,2017-01-01,5.7
2899,Rio Grande do Norte,Nordeste,2017-01-01,6.1
2900,Paraíba,Nordeste,2017-01-01,5.8
2901,Pernambuco,Nordeste,2017-01-01,5.7
2902,Alagoas,Nordeste,2017-01-01,5.3
2903,Sergipe,Nordeste,2017-01-01,5.6
2904,Bahia,Nordeste,2017-01-01,5.1
2905,Minas Gerais,Sudeste,2017-01-01,5.3
2906,Espírito Santo,Sudeste,2017-01-01,5.3
2907,Rio de Janeiro,Sudeste,2017-01-01,8.7
2908,São Paulo,Sudeste,2017-01-01,5.6
2909,Paraná,Sul,2017-01-01,4.7
2910,Santa Catarina,Sul,2017-01-01,4.9
2911,Rio Grande do Sul,Sul,2017-01-01,6.1
2912,Mato Grosso do Sul,Centro-Oeste,2017-01-01,5.0
2913,Mato Grosso,Centro-Oeste,2017-01-01,4.8
2914,Goiás,Centro-Oeste,2017-01-01,4.8
2915,Distrito Federal,Centro-Oeste,2017-01-01,6.2
2916,Rondônia,Norte,2017-02-01,5.0
2917,Acre,Norte,2017-02-01,5.7
2918,Amazonas,Norte,2017-02-01,5.3
2919,Roraima,Norte,2017-02-01,5.3
2920,Pará,Norte,2017-02-01,4.1
2921,Amapá,Norte,2017-02-01,5.8
2922,Tocantins,Norte,2017-02-01,5.1
2923,Maranhão,Nordeste,2017-02-01,4.8
2924,Piauí,Nordeste,2017-02-01,4.7
2925,Ceará,Nordeste,2017-02-01,5.7
2926,Rio Grande do Norte,Nordeste,2017-02-01,6.0
2927,Paraíba,Nordeste,2017-02-01,5.9
2928,Pernambuco,Nordeste,2017-02-01,5.6
2929,Alagoas,Nordeste,2017-02-01,5.1
2930,Sergipe,Nordeste,2017-02-01,5.5
2931,Bahia,Nordeste,2017-02-01,5.0
2932,Minas Gerais,Sudeste,2017-02-01,5.2
2933,Espírito Santo,Sudeste,2017-02-01,5.1
2934,Rio de Janeiro,Sudeste,2017-02-01,8.2
2935,São Paulo,Sudeste,2017-02-01,5.2
2936,Paraná,Sul,2017-02-01,4.5
2937,Santa Catarina,Sul,2017-02-01,4.8
2938,Rio Grande do Sul,Sul,2017-02-01,6.1
2939,Mato Grosso do Sul,Centro-Oeste,2017-02-01,4.9
2940,Mato Grosso,Centro-Oeste,2017-02-01,4.6
2941,Goiás,Centro-Oeste,2017-02-01,4.5
2942,Distrito Federal,Centro-Oeste,2017-02-01,6.0
2943,Rondônia,Norte,2017-03-01,4.6
2944,Acre,Norte,2017-03-01,5.2
2945,Amazonas,Norte,2017-03-01,5.1
2946,Roraima,Norte,2017-03-01,5.2
2947,Pará,Norte,2017-03-01,4.1
2948,Amapá,Norte,2017-03-01,5.2
2949,Tocantins,Norte,2017-03-01,5.2
2950,Maranhão,Nordeste,2017-03-01,4.8
2951,Piauí,Nordeste,2017-03-01,4.6
2952,Ceará,Nordeste,2017-03-01,5.7
2953,Rio Grande do Norte,Nordeste,2017-03-01,5.6
2954,Paraíba,Nordeste,2017-03-01,5.6
2955,Pernambuco,Nordeste,2017-03-01,5.4
2956,Alagoas,Nordeste,2017-03-01,4.9
2957,Sergipe,Nordeste,2017-03-01,5.3
2958,Bahia,Nordeste,2017-03-01,4.8
2959,Minas Gerais,Sudeste,2017-03-01,5.3
2960,Espírito Santo,Sudeste,2017-03-01,4.9
2961,Rio de Janeiro,Sudeste,2017-03-01,7.3
2962,São Paulo,Sudeste,2017-03-01,5.1
2963,Paraná,Sul,2017-03-01,4.5
2964,Santa Catarina,Sul,2017-03-01,4.7
2965,Rio Grande do Sul,Sul,2017-03-01,6.0
2966,Mato Grosso do Sul,Centro-Oeste,2017-03-01,4.9
2967,Mato Grosso,Centro-Oeste,2017-03-01,4.6
2968,Goiás,Centro-Oeste,2017-03-01,4.6
2969,Distrito Federal,Centro-Oeste,2017-03-01,5.7
2970,Rondônia,Norte,2017-04-01,4.7
2971,Acre,Norte,2017-04-01,4.9
2972,Amazonas,Norte,2017-04-01,5.2
2973,Roraima,Norte,2017-04-01,5.2
2974,Pará,Norte,2017-04-01,4.1
2975,Amapá,Norte,2017-04-01,5.4
2976,Tocantins,Norte,2017-04-01,5.2
2977,Maranhão,Nordeste,2017-04-01,4.7
2978,Piauí,Nordeste,2017-04-01,4.7
2979,Ceará,Nordeste,2017-04-01,5.8
2980,Rio Grande do Norte,Nordeste,2017-04-01,6.0
2981,Paraíba,Nordeste,2017-04-01,5.7
2982,Pernambuco,Nordeste,2017-04-01,5.4
2983,Alagoas,Nordeste,2017-04-01,4.9
2984,Sergipe,Nordeste,2017-04-01,5.2
2985,Bahia,Nordeste,2017-04-01,4.8
2986,Minas Gerais,Sudeste,2017-04-01,5.1
2987,Espírito Santo,Sudeste,2017-04-01,5.1
2988,Rio de Janeiro,Sudeste,2017-04-01,7.3
2989,São Paulo,Sudeste,2017-04-01,5.2
2990,Paraná,Sul,2017-04-01,4.6
2991,Santa Catarina,Sul,2017-04-01,4.7
2992,Rio Grande do Sul,Sul,2017-04-01,6.1
2993,Mato Grosso do Sul,Centro-Oeste,2017-04-01,4.8
2994,Mato Grosso,Centro-Oeste,2017-04-01,4.6
2995,Goiás,Centro-Oeste,2017-04-01,4.4
2996,Distrito Federal,Centro-Oeste,2017-04-01,6.2
2997,Rondônia,Norte,2017-05-01,4.6
2998,Acre,Norte,2017-05-01,5.0
2999,Amazonas,Norte,2017-05-01,5.3
3000,Roraima,Norte,2017-05-01,4.9
3001,Pará,Norte,2017-05-01,4.1
3002,Amapá,Norte,2017-05-01,5.4
3003,Tocantins,Norte,2017-05-01,5.2
3004,Maranhão,Nordeste,2017-05-01,4.7
3005,Piauí,Nordeste,2017-05-01,4.8
3006,Ceará,Nordeste,2017-05-01,5.6
3007,Rio Grande do Norte,Nordeste,2017-05-01,5.8
3008,Paraíba,Nordeste,2017-05-01,5.5
3009,Pernambuco,Nordeste,2017-05-01,5.4
3010,Alagoas,Nordeste,2017-05-01,5.0
3011,Sergipe,Nordeste,2017-05-01,5.1
3012,Bahia,Nordeste,2017-05-01,4.6
3013,Minas Gerais,Sudeste,2017-05-01,5.1
3014,Espírito Santo,Sudeste,2017-05-01,4.9
3015,Rio de Janeiro,Sudeste,2017-05-01,7.2
3016,São Paulo,Sudeste,2017-05-01,5.1
3017,Paraná,Sul,2017-05-01,4.4
3018,Santa Catarina,Sul,2017-05-01,4.7
3019,Rio Grande do Sul,Sul,2017-05-01,6.0
3020,Mato Grosso do Sul,Centro-Oeste,2017-05-01,4.7
3021,Mato Grosso,Centro-Oeste,2017-05-01,4.4
3022,Goiás,Centro-Oeste,2017-05-01,4.3
3023,Distrito Federal,Centro-Oeste,2017-05-01,6.1
3024,Rondônia,Norte,2017-06-01,4.6
3025,Acre,Norte,2017-06-01,5.1
3026,Amazonas,Norte,2017-06-01,5.3
3027,Roraima,Norte,2017-06-01,5.1
3028,Pará,Norte,2017-06-01,4.1
3029,Amapá,Norte,2017-06-01,5.5
3030,Tocantins,Norte,2017-06-01,5.2
3031,Maranhão,Nordeste,2017-06-01,4.6
3032,Piauí,Nordeste,2017-06-01,4.9
3033,Ceará,Nordeste,2017-06-01,5.7
3034,Rio Grande do Norte,Nordeste,2017-06-01,5.9
3035,Paraíba,Nordeste,2017-06-01,5.7
3036,Pernambuco,Nordeste,2017-06-01,5.4
3037,Alagoas,Nordeste,2017-06-01,4.7
3038,Sergipe,Nordeste,2017-06-01,5.6
3039,Bahia,Nordeste,2017-06-01,4.6
3040,Minas Gerais,Sudeste,2017-06-01,5.2
3041,Espírito Santo,Sudeste,2017-06-01,4.9
3042,Rio de Janeiro,Sudeste,2017-06-01,7.0
3043,São Paulo,Sudeste,2017-06-01,5.3
3044,Paraná,Sul,2017-06-01,4.6
3045,Santa Catarina,Sul,2017-06-01,4.7
3046,Rio Grande do Sul,Sul,2017-06-01,6.1
3047,Mato Grosso do Sul,Centro-Oeste,2017-06-01,4.8
3048,Mato Grosso,Centro-Oeste,2017-06-01,4.5
3049,Goiás,Centro-Oeste,2017-06-01,4.5
3050,Distrito Federal,Centro-Oeste,2017-06-01,6.0
3051,Rondônia,Norte,2017-07-01,4.8
3052,Acre,Norte,2017-07-01,5.0
3053,Amazonas,Norte,2017-07-01,5.2
3054,Roraima,Norte,2017-07-01,5.0
3055,Pará,Norte,2017-07-01,4.2
3056,Amapá,Norte,2017-07-01,5.8
3057,Tocantins,Norte,2017-07-01,5.3
3058,Maranhão,Nordeste,2017-07-01,4.6
3059,Piauí,Nordeste,2017-07-01,4.8
3060,Ceará,Nordeste,2017-07-01,5.8
3061,Rio Grande do Norte,Nordeste,2017-07-01,5.9
3062,Paraíba,Nordeste,2017-07-01,5.7
3063,Pernambuco,Nordeste,2017-07-01,5.4
3064,Alagoas,Nordeste,2017-07-01,4.9
3065,Sergipe,Nordeste,2017-07-01,5.5
3066,Bahia,Nordeste,2017-07-01,4.7
3067,Minas Gerais,Sudeste,2017-07-01,5.2
3068,Espírito Santo,Sudeste,2017-07-01,5.0
3069,Rio de Janeiro,Sudeste,2017-07-01,7.1
3070,São Paulo,Sudeste,2017-07-01,5.2
3071,Paraná,Sul,2017-07-01,4.5
3072,Santa Catarina,Sul,2017-07-01,4.7
3073,Rio Grande do Sul,Sul,2017-07-01,6.0
3074,Mato Grosso do Sul,Centro-Oeste,2017-07-01,4.7
3075,Mato Grosso,Centro-Oeste,2017-07-01,4.6
3076,Goiás,Centro-Oeste,2017-07-01,4.5
3077,Distrito Federal,Centro-Oeste,2017-07-01,6.3
3078,Rondônia,Norte,2017-08-01,4.5
3079,Acre,Norte,2017-08-01,5.2
3080,Amazonas,Norte,2017-08-01,5.2
3081,Roraima,Norte,2017-08-01,5.1
3082,Pará,Norte,2017-08-01,4.1
3083,Amapá,Norte,2017-08-01,4.8
3084,Tocantins,Norte,2017-08-01,5.1
3085,Maranhão,Nordeste,2017-08-01,4.7
3086,Piauí,Nordeste,2017-08-01,4.8
3087,Ceará,Nordeste,2017-08-01,5.6
3088,Rio Grande do Norte,Nordeste,2017-08-01,5.8
3089,Paraíba,Nordeste,2017-08-01,5.6
3090,Pernambuco,Nordeste,2017-08-01,5.3
3091,Alagoas,Nordeste,2017-08-01,4.9
3092,Sergipe,Nordeste,2017-08-01,5.6
3093,Bahia,Nordeste,2017-08-01,4.7
3094,Minas Gerais,Sudeste,2017-08-01,5.1
3095,Espírito Santo,Sudeste,2017-08-01,4.8
3096,Rio de Janeiro,Sudeste,2017-08-01,7.1
3097,São Paulo,Sudeste,2017-08-01,5.9
3098,Paraná,Sul,2017-08-01,4.4
3099,Santa Catarina,Sul,2017-08-01,4.7
3100,Rio Grande do Sul,Sul,2017-08-01,6.1
3101,Mato Grosso do Sul,Centro-Oeste,2017-08-01,4.7
3102,Mato Grosso,Centro-Oeste,2017-08-01,4.5
3103,Goiás,Centro-Oeste,2017-08-01,4.4
3104,Distrito Federal,Centro-Oeste,2017-08-01,6.2
3105,Rondônia,Norte,2017-09-01,4.6
3106,Acre,Norte,2017-09-01,5.2
3107,Amazonas,Norte,2017-09-01,5.2
3108,Roraima,Norte,2017-09-01,5.0
3109,Pará,Norte,2017-09-01,4.1
3110,Amapá,Norte,2017-09-01,5.0
3111,Tocantins,Norte,2017-09-01,5.0
3112,Maranhão,Nordeste,2017-09-01,4.6
3113,Piauí,Nordeste,2017-09-01,4.6
3114,Ceará,Nordeste,2017-09-01,5.7
3115,Rio Grande do Norte,Nordeste,2017-09-01,5.7
3116,Paraíba,Nordeste,2017-09-01,5.7
3117,Pernambuco,Nordeste,2017-09-01,5.6
3118,Alagoas,Nordeste,2017-09-01,4.9
3119,Sergipe,Nordeste,2017-09-01,5.6
3120,Bahia,Nordeste,2017-09-01,4.7
3121,Minas Gerais,Sudeste,2017-09-01,5.1
3122,Espírito Santo,Sudeste,2017-09-01,5.0
3123,Rio de Janeiro,Sudeste,2017-09-01,7.2
3124,São Paulo,Sudeste,2017-09-01,5.1
3125,Paraná,Sul,2017-09-01,4.5
3126,Santa Catarina,Sul,2017-09-01,4.7
3127,Rio Grande do Sul,Sul,2017-09-01,6.2
3128,Mato Grosso do Sul,Centro-Oeste,2017-09-01,4.5
3129,Mato Grosso,Centro-Oeste,2017-09-01,4.5
3130,Goiás,Centro-Oeste,2017-09-01,4.5
3131,Distrito Federal,Centro-Oeste,2017-09-01,6.3
3132,Rondônia,Norte,2017-10-01,4.7
3133,Acre,Norte,2017-10-01,5.0
3134,Amazonas,Norte,2017-10-01,5.1
3135,Roraima,Norte,2017-10-01,4.9
3136,Pará,Norte,2017-10-01,4.0
3137,Amapá,Norte,2017-10-01,5.0
3138,Tocantins,Norte,2017-10-01,4.9
3139,Maranhão,Nordeste,2017-10-01,4.6
3140,Piauí,Nordeste,2017-10-01,4.8
3141,Ceará,Nordeste,2017-10-01,5.7
3142,Rio Grande do Norte,Nordeste,2017-10-01,5.8
3143,Paraíba,Nordeste,2017-10-01,5.6
3144,Pernambuco,Nordeste,2017-10-01,5.5
3145,Alagoas,Nordeste,2017-10-01,5.0
3146,Sergipe,Nordeste,2017-10-01,5.9
3147,Bahia,Nordeste,2017-10-01,4.8
3148,Minas Gerais,Sudeste,2017-10-01,5.1
3149,Espírito Santo,Sudeste,2017-10-01,5.0
3150,Rio de Janeiro,Sudeste,2017-10-01,7.3
3151,São Paulo,Sudeste,2017-10-01,5.4
3152,Paraná,Sul,2017-10-01,4.5
3153,Santa Catarina,Sul,2017-10-01,4.6
3154,Rio Grande do Sul,Sul,2017-10-01,6.1
3155,Mato Grosso do Sul,Centro-Oeste,2017-10-01,4.7
3156,Mato Grosso,Centro-Oeste,2017-10-01,4.8
3157,Goiás,Centro-Oeste,2017-10-01,4.5
3158,Distrito Federal,Centro-Oeste,2017-10-01,6.2
3159,Rondônia,Norte,2017-11-01,4.5
3160,Acre,Norte,2017-11-01,4.8
3161,Amazonas,Norte,2017-11-01,5.2
3162,Roraima,Norte,2017-11-01,5.1
3163,Pará,Norte,2017-11-01,4.1
3164,Amapá,Norte,2017-11-01,4.8
3165,Tocantins,Norte,2017-11-01,5.1
3166,Maranhão,Nordeste,2017-11-01,4.4
3167,Piauí,Nordeste,2017-11-01,4.7
3168,Ceará,Nordeste,2017-11-01,5.6
3169,Rio Grande do Norte,Nordeste,2017-11-01,5.9
3170,Paraíba,Nordeste,2017-11-01,5.8
3171,Pernambuco,Nordeste,2017-11-01,5.3
3172,Alagoas,Nordeste,2017-11-01,5.1
3173,Sergipe,Nordeste,2017-11-01,5.8
3174,Bahia,Nordeste,2017-11-01,4.8
3175,Minas Gerais,Sudeste,2017-11-01,5.0
3176,Espírito Santo,Sudeste,2017-11-01,4.8
3177,Rio de Janeiro,Sudeste,2017-11-01,7.0
3178,São Paulo,Sudeste,2017-11-01,5.2
3179,Paraná,Sul,2017-11-01,4.4
3180,Santa Catarina,Sul,2017-11-01,4.6
3181,Rio Grande do Sul,Sul,2017-11-01,6.0
3182,Mato Grosso do Sul,Centro-Oeste,2017-11-01,4.7
3183,Mato Grosso,Centro-Oeste,2017-11-01,4.7
3184,Goiás,Centro-Oeste,2017-11-01,4.6
3185,Distrito Federal,Centro-Oeste,2017-11-01,6.4
3186,Rondônia,Norte,2017-12-01,4.6
3187,Acre,Norte,2017-12-01,4.6
3188,Amazonas,Norte,2017-12-01,5.1
3189,Roraima,Norte,2017-12-01,5.0
3190,Pará,Norte,2017-12-01,4.0
3191,Amapá,Norte,2017-12-01,4.5
3192,Tocantins,Norte,2017-12-01,5.1
3193,Maranhão,Nordeste,2017-12-01,4.4
3194,Piauí,Nordeste,2017-12-01,4.5
3195,Ceará,Nordeste,2017-12-01,5.7
3196,Rio Grande do Norte,Nordeste,2017-12-01,5.7
3197,Paraíba,Nordeste,2017-12-01,6.0
3198,Pernambuco,Nordeste,2017-12-01,5.4
3199,Alagoas,Nordeste,2017-12-01,5.1
3200,Sergipe,Nordeste,2017-12-01,5.5
3201,Bahia,Nordeste,2017-12-01,4.6
3202,Minas Gerais,Sudeste,2017-12-01,5.0
3203,Espírito Santo,Sudeste,2017-12-01,5.0
3204,Rio de Janeiro,Sudeste,2017-12-01,6.9
3205,São Paulo,Sudeste,2017-12-01,5.2
