,UF,regiao,data,valor_corrigido
2456,Distrito Federal,Centro-Oeste,2015-08-01,14620886.056417588
2457,Rondônia,Norte,2015-09-01,7257734.365665588
2458,Acre,Norte,2015-09-01,2847723.7458445076
2459,Amazonas,Norte,2015-09-01,11702332.69756208
2460,Roraima,Norte,2015-09-01,2000086.9049156543
2461,Pará,Norte,2015-09-01,27168917.504851125
2462,Amapá,Norte,2015-09-01,1826596.3441919216
2463,Tocantins,Norte,2015-09-01,5934485.190045125
2464,Maranhão,Nordeste,2015-09-01,24577561.31236442
2465,Piauí,Nordeste,2015-09-01,14134327.320069585
2466,Ceará,Nordeste,2015-09-01,41733925.899423815
2467,Rio Grande do Norte,Nordeste,2015-09-01,17150033.26165929
2468,Paraíba,Nordeste,2015-09-01,15820006.261483094
2469,Pernambuco,Nordeste,2015-09-01,55179676.979187064
2470,Alagoas,Nordeste,2015-09-01,13519648.029176544
2471,Sergipe,Nordeste,2015-09-01,8246630.569095356
2472,Bahia,Nordeste,2015-09-01,62448113.94519601
2473,Minas Gerais,Sudeste,2015-09-01,132261356.06493586
2474,Espírito Santo,Sudeste,2015-09-01,21657614.721108917
2475,Rio de Janeiro,Sudeste,2015-09-01,64876295.587142915
2476,São Paulo,Sudeste,2015-09-01,256982028.30557397
2477,Paraná,Sul,2015-09-01,93259368.05856818
2478,Santa Catarina,Sul,2015-09-01,52584681.72605844
2479,Rio Grande do Sul,Sul,2015-09-01,86686421.38616903
2480,Mato Grosso do Sul,Centro-Oeste,2015-09-01,14593885.882074747
2481,Mato Grosso,Centro-Oeste,2015-09-01,13657910.63923302
2482,Goiás,Centro-Oeste,2015-09-01,34335077.591488905
2483,Distrito Federal,Centro-Oeste,2015-09-01,15147403.505338525
2484,Rondônia,Norte,2015-10-01,7490961.242455089
2485,Acre,Norte,2015-10-01,2897691.843536014
2486,Amazonas,Norte,2015-10-01,12040422.2204082
2487,Roraima,Norte,2015-10-01,1791841.8819999094
2488,Pará,Norte,2015-10-01,26967671.174517415
2489,Amapá,Norte,2015-10-01,1574290.0919830003
2490,Tocantins,Norte,2015-10-01,5979961.89356098
2491,Maranhão,Nordeste,2015-10-01,24803442.318492606
2492,Piauí,Nordeste,2015-10-01,13901703.704253908
2493,Ceará,Nordeste,2015-10-01,43140974.38441199
2494,Rio Grande do Norte,Nordeste,2015-10-01,17187022.349231154
2495,Paraíba,Nordeste,2015-10-01,15532059.2776921
2496,Pernambuco,Nordeste,2015-10-01,57267177.870759435
2497,Alagoas,Nordeste,2015-10-01,14099348.440878814
2498,Sergipe,Nordeste,2015-10-01,7912069.568540838
2499,Bahia,Nordeste,2015-10-01,61897054.048001006
2500,Minas Gerais,Sudeste,2015-10-01,133508916.08798899
2501,Espírito Santo,Sudeste,2015-10-01,22824777.83424971
2502,Rio de Janeiro,Sudeste,2015-10-01,65930066.230778836
2503,São Paulo,Sudeste,2015-10-01,255706859.34488705
2504,Paraná,Sul,2015-10-01,94444437.75148267
2505,Santa Catarina,Sul,2015-10-01,52475019.8379555
2506,Rio Grande do Sul,Sul,2015-10-01,86442818.43578345
2507,Mato Grosso do Sul,Centro-Oeste,2015-10-01,14618361.079858487
2508,Mato Grosso,Centro-Oeste,2015-10-01,14414253.240815263
2509,Goiás,Centro-Oeste,2015-10-01,32933223.672766376
2510,Distrito Federal,Centro-Oeste,2015-10-01,13618278.429736493
2511,Rondônia,Norte,2015-11-01,7128032.432893866
2512,Acre,Norte,2015-11-01,2828450.587563055
2513,Amazonas,Norte,2015-11-01,10429794.274862655
2514,Roraima,Norte,2015-11-01,1720160.4515217561
2515,Pará,Norte,2015-11-01,25799985.048629913
2516,Amapá,Norte,2015-11-01,1519901.863817142
2517,Tocantins,Norte,2015-11-01,5367703.935476188
2518,Maranhão,Nordeste,2015-11-01,22448882.55461358
2519,Piauí,Nordeste,2015-11-01,13317242.166603938
2520,Ceará,Nordeste,2015-11-01,40008658.70372603
2521,Rio Grande do Norte,Nordeste,2015-11-01,15706346.5940433
2522,Paraíba,Nordeste,2015-11-01,14738913.754227102
2523,Pernambuco,Nordeste,2015-11-01,53380981.10914009
2524,Alagoas,Nordeste,2015-11-01,13269414.799296139
2525,Sergipe,Nordeste,2015-11-01,7702159.49895797
2526,Bahia,Nordeste,2015-11-01,62573673.21435023
2527,Minas Gerais,Sudeste,2015-11-01,127532198.01532878
2528,Espírito Santo,Sudeste,2015-11-01,21807690.428617895
2529,Rio de Janeiro,Sudeste,2015-11-01,60610847.64221427
2530,São Paulo,Sudeste,2015-11-01,242867440.907124
2531,Paraná,Sul,2015-11-01,93623586.71441878
2532,Santa Catarina,Sul,2015-11-01,51380174.29921132
2533,Rio Grande do Sul,Sul,2015-11-01,83804106.60178576
2534,Mato Grosso do Sul,Centro-Oeste,2015-11-01,13182163.966463504
2535,Mato Grosso,Centro-Oeste,2015-11-01,14173996.101940254
2536,Goiás,Centro-Oeste,2015-11-01,31173224.377606757
2537,Distrito Federal,Centro-Oeste,2015-11-01,13507408.399829231
2538,Rondônia,Norte,2015-12-01,7195105.616897424
2539,Acre,Norte,2015-12-01,2724008.4835222126
2540,Amazonas,Norte,2015-12-01,10500543.005125558
2541,Roraima,Norte,2015-12-01,1799489.152214361
2542,Pará,Norte,2015-12-01,24744039.704679545
2543,Amapá,Norte,2015-12-01,1328477.0591770397
2544,Tocantins,Norte,2015-12-01,5023620.968991825
2545,Maranhão,Nordeste,2015-12-01,21657108.853626724
2546,Piauí,Nordeste,2015-12-01,12921549.801832559
2547,Ceará,Nordeste,2015-12-01,38561120.2796066
2548,Rio Grande do Norte,Nordeste,2015-12-01,15312834.067792894
2549,Paraíba,Nordeste,2015-12-01,13264723.220247064
2550,Pernambuco,Nordeste,2015-12-01,51473322.082121864
2551,Alagoas,Nordeste,2015-12-01,12567630.334977865
2552,Sergipe,Nordeste,2015-12-01,6114742.687487897
2553,Bahia,Nordeste,2015-12-01,54620678.51528542
2554,Minas Gerais,Sudeste,2015-12-01,122761365.35155801
2555,Espírito Santo,Sudeste,2015-12-01,21316565.6800811
2556,Rio de Janeiro,Sudeste,2015-12-01,56943323.53176988
2557,São Paulo,Sudeste,2015-12-01,231490916.11297756
2558,Paraná,Sul,2015-12-01,84104460.62028867
2559,Santa Catarina,Sul,2015-12-01,44774499.369817965
2560,Rio Grande do Sul,Sul,2015-12-01,77771283.0913631
2561,Mato Grosso do Sul,Centro-Oeste,2015-12-01,13419999.49252254
2562,Mato Grosso,Centro-Oeste,2015-12-01,13341403.001650281
2563,Goiás,Centro-Oeste,2015-12-01,30490717.94239312
2564,Distrito Federal,Centro-Oeste,2015-12-01,12992045.538725998
2565,Rondônia,Norte,2016-01-01,6601104.276870071
2566,Acre,Norte,2016-01-01,2829035.6853719484
2567,Amazonas,Norte,2016-01-01,10247327.242745424
2568,Roraima,Norte,2016-01-01,2040046.2221129483
2569,Pará,Norte,2016-01-01,25706370.45244801
2570,Amapá,Norte,2016-01-01,1349510.4099045543
2571,Tocantins,Norte,2016-01-01,5466465.727939577
2572,Maranhão,Nordeste,2016-01-01,23280825.72701545
2573,Piauí,Nordeste,2016-01-01,13466022.521867577
2574,Ceará,Nordeste,2016-01-01,39490470.23497768
2575,Rio Grande do Norte,Nordeste,2016-01-01,15605870.758850653
2576,Paraíba,Nordeste,2016-01-01,13756931.76162249
2577,Pernambuco,Nordeste,2016-01-01,53777730.5189419
2578,Alagoas,Nordeste,2016-01-01,12486205.47765223
2579,Sergipe,Nordeste,2016-01-01,6770236.39037752
2580,Bahia,Nordeste,2016-01-01,58649752.86766054
2581,Minas Gerais,Sudeste,2016-01-01,123294722.35982907
2582,Espírito Santo,Sudeste,2016-01-01,22033317.524155375
2583,Rio de Janeiro,Sudeste,2016-01-01,62554570.1869977
2584,São Paulo,Sudeste,2016-01-01,244790263.21314475
2585,Paraná,Sul,2016-01-01,87000758.26566514
2586,Santa Catarina,Sul,2016-01-01,49722509.301946275
2587,Rio Grande do Sul,Sul,2016-01-01,81619106.87975003
2588,Mato Grosso do Sul,Centro-Oeste,2016-01-01,14251368.63993139
2589,Mato Grosso,Centro-Oeste,2016-01-01,13620308.848178554
2590,Goiás,Centro-Oeste,2016-01-01,31118789.124622274
2591,Distrito Federal,Centro-Oeste,2016-01-01,14120988.987358332
2592,Rondônia,Norte,2016-02-01,6241220.794474949
2593,Acre,Norte,2016-02-01,2652797.2947728033
2594,Amazonas,Norte,2016-02-01,10582435.253304161
2595,Roraima,Norte,2016-02-01,1727139.5449688314
2596,Pará,Norte,2016-02-01,24345318.33909692
2597,Amapá,Norte,2016-02-01,1347554.4740311857
2598,Tocantins,Norte,2016-02-01,5545664.500303843
2599,Maranhão,Nordeste,2016-02-01,22664019.288481392
2600,Piauí,Nordeste,2016-02-01,13075109.08169904
2601,Ceará,Nordeste,2016-02-01,37414857.50777632
2602,Rio Grande do Norte,Nordeste,2016-02-01,15047530.02264995
2603,Paraíba,Nordeste,2016-02-01,13192675.565672113
2604,Pernambuco,Nordeste,2016-02-01,51238101.22030339
2605,Alagoas,Nordeste,2016-02-01,11816401.222925805
2606,Sergipe,Nordeste,2016-02-01,7326117.0598337455
2607,Bahia,Nordeste,2016-02-01,55787269.62041784
2608,Minas Gerais,Sudeste,2016-02-01,115850144.45982024
2609,Espírito Santo,Sudeste,2016-02-01,20671344.911618035
2610,Rio de Janeiro,Sudeste,2016-02-01,55556318.37189186
2611,São Paulo,Sudeste,2016-02-01,231886412.6718104
2612,Paraná,Sul,2016-02-01,84953892.0870849
2613,Santa Catarina,Sul,2016-02-01,46949710.63583001
2614,Rio Grande do Sul,Sul,2016-02-01,74856061.90940128
2615,Mato Grosso do Sul,Centro-Oeste,2016-02-01,13765432.510824014
2616,Mato Grosso,Centro-Oeste,2016-02-01,13394712.336954225
2617,Goiás,Centro-Oeste,2016-02-01,29280851.913814094
2618,Distrito Federal,Centro-Oeste,2016-02-01,14161693.483920256
2619,Rondônia,Norte,2016-03-01,7216249.888014213
2620,Acre,Norte,2016-03-01,2854422.1702946485
2621,Amazonas,Norte,2016-03-01,11855467.13449214
2622,Roraima,Norte,2016-03-01,2033801.3344972369
2623,Pará,Norte,2016-03-01,27836639.852855828
2624,Amapá,Norte,2016-03-01,1553734.271317329
2625,Tocantins,Norte,2016-03-01,5941140.512554435
2626,Maranhão,Nordeste,2016-03-01,24519783.117625657
2627,Piauí,Nordeste,2016-03-01,14377516.605573291
2628,Ceará,Nordeste,2016-03-01,41162739.923349895
2629,Rio Grande do Norte,Nordeste,2016-03-01,16638027.348770417
2630,Paraíba,Nordeste,2016-03-01,15061853.325129258
2631,Pernambuco,Nordeste,2016-03-01,56662846.54032438
2632,Alagoas,Nordeste,2016-03-01,14111937.475203972
2633,Sergipe,Nordeste,2016-03-01,8188613.070972278
2634,Bahia,Nordeste,2016-03-01,63560062.580744185
2635,Minas Gerais,Sudeste,2016-03-01,133338537.0498946
2636,Espírito Santo,Sudeste,2016-03-01,24384906.613267522
2637,Rio de Janeiro,Sudeste,2016-03-01,63737558.20003275
2638,São Paulo,Sudeste,2016-03-01,259893087.6704833
2639,Paraná,Sul,2016-03-01,97828655.85465047
2640,Santa Catarina,Sul,2016-03-01,53149749.08871657
2641,Rio Grande do Sul,Sul,2016-03-01,84653282.14324255
2642,Mato Grosso do Sul,Centro-Oeste,2016-03-01,15096024.449547486
2643,Mato Grosso,Centro-Oeste,2016-03-01,14812878.439642739
2644,Goiás,Centro-Oeste,2016-03-01,32252762.09650677
2645,Distrito Federal,Centro-Oeste,2016-03-01,15097657.671175165
2646,Rondônia,Norte,2016-04-01,7117485.062540283
2647,Acre,Norte,2016-04-01,2821715.5820302647
2648,Amazonas,Norte,2016-04-01,11501012.181771053
2649,Roraima,Norte,2016-04-01,1801779.0392041474
2650,Pará,Norte,2016-04-01,26834675.121521648
2651,Amapá,Norte,2016-04-01,1596555.2852949419
2652,Tocantins,Norte,2016-04-01,6101051.899264397
2653,Maranhão,Nordeste,2016-04-01,23897591.557363037
2654,Piauí,Nordeste,2016-04-01,14214842.846532157
2655,Ceará,Nordeste,2016-04-01,39347595.61920274
2656,Rio Grande do Norte,Nordeste,2016-04-01,16453188.855898837
2657,Paraíba,Nordeste,2016-04-01,14890965.270407734
2658,Pernambuco,Nordeste,2016-04-01,53806400.73399888
2659,Alagoas,Nordeste,2016-04-01,13128461.06547569
2660,Sergipe,Nordeste,2016-04-01,7733531.2722712625
2661,Bahia,Nordeste,2016-04-01,58954156.21125823
2662,Minas Gerais,Sudeste,2016-04-01,125470967.77672692
2663,Espírito Santo,Sudeste,2016-04-01,22325597.602627154
2664,Rio de Janeiro,Sudeste,2016-04-01,57767920.95100182
2665,São Paulo,Sudeste,2016-04-01,246357052.11288357
2666,Paraná,Sul,2016-04-01,92533607.26527251
2667,Santa Catarina,Sul,2016-04-01,50569538.44263697
2668,Rio Grande do Sul,Sul,2016-04-01,80221760.73682219
2669,Mato Grosso do Sul,Centro-Oeste,2016-04-01,14192925.028989771
2670,Mato Grosso,Centro-Oeste,2016-04-01,13999958.074611181
2671,Goiás,Centro-Oeste,2016-04-01,29394085.193148386
2672,Distrito Federal,Centro-Oeste,2016-04-01,14285351.982562702
2673,Rondônia,Norte,2016-05-01,7876219.27966004
2674,Acre,Norte,2016-05-01,2964900.129384009
2675,Amazonas,Norte,2016-05-01,11873041.334184095
2676,Roraima,Norte,2016-05-01,1835143.3468845384
2677,Pará,Norte,2016-05-01,27174053.71717328
2678,Amapá,Norte,2016-05-01,1608123.1176872582
2679,Tocantins,Norte,2016-05-01,5910950.806346961
2680,Maranhão,Nordeste,2016-05-01,24588896.501110643
2681,Piauí,Nordeste,2016-05-01,14691178.782214995
2682,Ceará,Nordeste,2016-05-01,42228025.91870829
2683,Rio Grande do Norte,Nordeste,2016-05-01,17735617.68635447
2684,Paraíba,Nordeste,2016-05-01,15703446.599596173
2685,Pernambuco,Nordeste,2016-05-01,55618771.96377398
2686,Alagoas,Nordeste,2016-05-01,14009706.481156545
2687,Sergipe,Nordeste,2016-05-01,7815746.796633535
2688,Bahia,Nordeste,2016-05-01,60805278.892553955
2689,Minas Gerais,Sudeste,2016-05-01,130976618.53339517
2690,Espírito Santo,Sudeste,2016-05-01,24226978.95100348
2691,Rio de Janeiro,Sudeste,2016-05-01,59911600.08868869
2692,São Paulo,Sudeste,2016-05-01,253046827.1284183
2693,Paraná,Sul,2016-05-01,96390488.8290619
2694,Santa Catarina,Sul,2016-05-01,53304848.437822856
2695,Rio Grande do Sul,Sul,2016-05-01,85171930.48835352
2696,Mato Grosso do Sul,Centro-Oeste,2016-05-01,15205225.738182401
2697,Mato Grosso,Centro-Oeste,2016-05-01,14494571.19054838
2698,Goiás,Centro-Oeste,2016-05-01,30890626.971712627
2699,Distrito Federal,Centro-Oeste,2016-05-01,15698824.104463847
2700,Rondônia,Norte,2016-06-01,7654809.581568829
2701,Acre,Norte,2016-06-01,2935152.913949216
2702,Amazonas,Norte,2016-06-01,11586176.65729955
2703,Roraima,Norte,2016-06-01,2084878.2630995037
2704,Pará,Norte,2016-06-01,26776462.74187269
2705,Amapá,Norte,2016-06-01,1731845.1640952216
2706,Tocantins,Norte,2016-06-01,5928912.130813328
2707,Maranhão,Nordeste,2016-06-01,23529919.88499475
2708,Piauí,Nordeste,2016-06-01,14505174.726285225
2709,Ceará,Nordeste,2016-06-01,41950948.68447158
2710,Rio Grande do Norte,Nordeste,2016-06-01,15995519.840187976
2711,Paraíba,Nordeste,2016-06-01,13966717.127075788
2712,Pernambuco,Nordeste,2016-06-01,55094882.56449253
2713,Alagoas,Nordeste,2016-06-01,13305714.583626233
2714,Sergipe,Nordeste,2016-06-01,7973494.823429263
2715,Bahia,Nordeste,2016-06-01,57967234.88270288
2716,Minas Gerais,Sudeste,2016-06-01,128280210.58368859
2717,Espírito Santo,Sudeste,2016-06-01,22485857.890028752
2718,Rio de Janeiro,Sudeste,2016-06-01,59006629.515226185
2719,São Paulo,Sudeste,2016-06-01,253527943.08975902
2720,Paraná,Sul,2016-06-01,97434257.84126543
2721,Santa Catarina,Sul,2016-06-01,56020074.18577817
2722,Rio Grande do Sul,Sul,2016-06-01,84973146.05131203
2723,Mato Grosso do Sul,Centro-Oeste,2016-06-01,15087183.284466993
2724,Mato Grosso,Centro-Oeste,2016-06-01,14189058.453058558
2725,Goiás,Centro-Oeste,2016-06-01,31747546.618735865
2726,Distrito Federal,Centro-Oeste,2016-06-01,15684693.539235631
2727,Rondônia,Norte,2016-07-01,7121709.963935463
2728,Acre,Norte,2016-07-01,3087696.9921315573
2729,Amazonas,Norte,2016-07-01,10977317.51765112
2730,Roraima,Norte,2016-07-01,1996362.4901712048
2731,Pará,Norte,2016-07-01,25911292.626456484
2732,Amapá,Norte,2016-07-01,1541315.1616012757
2733,Tocantins,Norte,2016-07-01,5538110.818701906
2734,Maranhão,Nordeste,2016-07-01,22919954.557325717
2735,Piauí,Nordeste,2016-07-01,14113860.94996756
2736,Ceará,Nordeste,2016-07-01,40557137.33198968
2737,Rio Grande do Norte,Nordeste,2016-07-01,15471352.352573374
2738,Paraíba,Nordeste,2016-07-01,14030263.682198225
2739,Pernambuco,Nordeste,2016-07-01,54097185.878607154
2740,Alagoas,Nordeste,2016-07-01,13801922.309773771
2741,Sergipe,Nordeste,2016-07-01,7833002.487721031
2742,Bahia,Nordeste,2016-07-01,60954139.458938636
2743,Minas Gerais,Sudeste,2016-07-01,124818734.63187423
2744,Espírito Santo,Sudeste,2016-07-01,23793608.73010969
2745,Rio de Janeiro,Sudeste,2016-07-01,80206401.58820736
2746,São Paulo,Sudeste,2016-07-01,246372760.96279153
2747,Paraná,Sul,2016-07-01,95922565.86517148
2748,Santa Catarina,Sul,2016-07-01,58928953.031832136
2749,Rio Grande do Sul,Sul,2016-07-01,84366982.94414058
2750,Mato Grosso do Sul,Centro-Oeste,2016-07-01,14618282.852801852
2751,Mato Grosso,Centro-Oeste,2016-07-01,13822260.520215798
2752,Goiás,Centro-Oeste,2016-07-01,29254479.305114094
2753,Distrito Federal,Centro-Oeste,2016-07-01,14716843.51336305
2754,Rondônia,Norte,2016-08-01,7133789.356703134
2755,Acre,Norte,2016-08-01,3046673.2171651814
2756,Amazonas,Norte,2016-08-01,10784344.015525972
2757,Roraima,Norte,2016-08-01,2103657.98926688
2758,Pará,Norte,2016-08-01,27693682.379224952
2759,Amapá,Norte,2016-08-01,1457135.1606743245
2760,Tocantins,Norte,2016-08-01,5577929.511327939
2761,Maranhão,Nordeste,2016-08-01,24331602.960297592
2762,Piauí,Nordeste,2016-08-01,14516216.94241451
2763,Ceará,Nordeste,2016-08-01,41770881.24883992
2764,Rio Grande do Norte,Nordeste,2016-08-01,14590646.608008884
2765,Paraíba,Nordeste,2016-08-01,14679874.411601122
2766,Pernambuco,Nordeste,2016-08-01,57941737.42059096
2767,Alagoas,Nordeste,2016-08-01,14301475.564317442
2768,Sergipe,Nordeste,2016-08-01,6438214.084588768
2769,Bahia,Nordeste,2016-08-01,62830050.464703046
2770,Minas Gerais,Sudeste,2016-08-01,129912319.84534565
2771,Espírito Santo,Sudeste,2016-08-01,23469566.763963193
2772,Rio de Janeiro,Sudeste,2016-08-01,62783311.51910174
2773,São Paulo,Sudeste,2016-08-01,251574944.63760677
2774,Paraná,Sul,2016-08-01,99621272.26351722
2775,Santa Catarina,Sul,2016-08-01,52519872.81783674
2776,Rio Grande do Sul,Sul,2016-08-01,86365371.02995731
2777,Mato Grosso do Sul,Centro-Oeste,2016-08-01,14638288.38343671
2778,Mato Grosso,Centro-Oeste,2016-08-01,14652897.320399158
2779,Goiás,Centro-Oeste,2016-08-01,31799404.320578605
2780,Distrito Federal,Centro-Oeste,2016-08-01,15848523.010643924
2781,Rondônia,Norte,2016-09-01,6771940.770713929
2782,Acre,Norte,2016-09-01,2718982.5852583996
2783,Amazonas,Norte,2016-09-01,9984398.139140034
2784,Roraima,Norte,2016-09-01,1884562.3810106674
2785,Pará,Norte,2016-09-01,27734522.462026924
2786,Amapá,Norte,2016-09-01,1403134.8885129935
2787,Tocantins,Norte,2016-09-01,5072699.554113148
2788,Maranhão,Nordeste,2016-09-01,23042826.76907751
2789,Piauí,Nordeste,2016-09-01,13902616.708722444
2790,Ceará,Nordeste,2016-09-01,39419112.3862796
2791,Rio Grande do Norte,Nordeste,2016-09-01,12057983.592202242
2792,Paraíba,Nordeste,2016-09-01,14086723.813345239
2793,Pernambuco,Nordeste,2016-09-01,53245001.83402647
2794,Alagoas,Nordeste,2016-09-01,12394109.29345453
2795,Sergipe,Nordeste,2016-09-01,8025821.89165452
2796,Bahia,Nordeste,2016-09-01,58550203.88747567
2797,Minas Gerais,Sudeste,2016-09-01,123244567.39550377
2798,Espírito Santo,Sudeste,2016-09-01,21576800.54892069
2799,Rio de Janeiro,Sudeste,2016-09-01,57581841.297367066
2800,São Paulo,Sudeste,2016-09-01,239645104.55591673
2801,Paraná,Sul,2016-09-01,93511354.17629305
2802,Santa Catarina,Sul,2016-09-01,50326374.643419616
2803,Rio Grande do Sul,Sul,2016-09-01,80245723.58521199
2804,Mato Grosso do Sul,Centro-Oeste,2016-09-01,14591638.829232175
2805,Mato Grosso,Centro-Oeste,2016-09-01,13434293.906203525
2806,Goiás,Centro-Oeste,2016-09-01,29868492.477066908
2807,Distrito Federal,Centro-Oeste,2016-09-01,14728676.726935068
2808,Rondônia,Norte,2016-10-01,7167258.9994750535
2809,Acre,Norte,2016-10-01,2497025.0162312803
2810,Amazonas,Norte,2016-10-01,10444268.501494365
2811,Roraima,Norte,2016-10-01,2009370.3948243798
2812,Pará,Norte,2016-10-01,25789966.814104035
2813,Amapá,Norte,2016-10-01,1415801.1620092958
2814,Tocantins,Norte,2016-10-01,5292828.256644947
2815,Maranhão,Nordeste,2016-10-01,22132244.029763132
2816,Piauí,Nordeste,2016-10-01,13509293.04154604
2817,Ceará,Nordeste,2016-10-01,37770263.721863784
2818,Rio Grande do Norte,Nordeste,2016-10-01,16730692.640682666
2819,Paraíba,Nordeste,2016-10-01,13467950.660551753
2820,Pernambuco,Nordeste,2016-10-01,53749712.18099786
2821,Alagoas,Nordeste,2016-10-01,12972275.232188094
2822,Sergipe,Nordeste,2016-10-01,7277352.7103207335
2823,Bahia,Nordeste,2016-10-01,58149606.90756672
2824,Minas Gerais,Sudeste,2016-10-01,125035768.75131027
2825,Espírito Santo,Sudeste,2016-10-01,22196877.311088484
2826,Rio de Janeiro,Sudeste,2016-10-01,57895106.97069607
2827,São Paulo,Sudeste,2016-10-01,239793857.86426437
2828,Paraná,Sul,2016-10-01,94593002.60102181
2829,Santa Catarina,Sul,2016-10-01,50688441.91379928
2830,Rio Grande do Sul,Sul,2016-10-01,80107999.01941675
2831,Mato Grosso do Sul,Centro-Oeste,2016-10-01,13610351.575698107
2832,Mato Grosso,Centro-Oeste,2016-10-01,13524637.786282366
2833,Goiás,Centro-Oeste,2016-10-01,28930508.49959288
2834,Distrito Federal,Centro-Oeste,2016-10-01,15444426.333998373
2835,Rondônia,Norte,2016-11-01,6179421.210885094
2836,Acre,Norte,2016-11-01,2670591.514901542
2837,Amazonas,Norte,2016-11-01,9199795.74887691
2838,Roraima,Norte,2016-11-01,1852507.659910804
2839,Pará,Norte,2016-11-01,25897810.06738536
2840,Amapá,Norte,2016-11-01,1261158.0767176598
2841,Tocantins,Norte,2016-11-01,5302841.456205292
2842,Maranhão,Nordeste,2016-11-01,20698857.14595856
