,UF,regiao,data,valor_hospitalar,valor_corrigido
391,Alagoas,Nordeste,2009-04-01,9013003.79,16295434.157113701
392,Sergipe,Nordeste,2009-04-01,4330258.66,7829070.809400094
393,Bahia,Nordeste,2009-04-01,38902684.02,70335721.66986845
394,Minas Gerais,Sudeste,2009-04-01,74179569.44,134116030.32428811
395,Espírito Santo,Sudeste,2009-04-01,11241885.78,20325233.828597203
396,Rio de Janeiro,Sudeste,2009-04-01,39735205.3,71840913.05985631
397,São Paulo,Sudeste,2009-04-01,176047104.29,318291666.50203127
398,Paraná,Sul,2009-04-01,52343820.02,94637181.18193758
399,Santa Catarina,Sul,2009-04-01,27521732.44,49759058.058237016
400,Rio Grande do Sul,Sul,2009-04-01,50831722.33,91903321.42545357
401,Mato Grosso do Sul,Centro-Oeste,2009-04-01,8971268.86,16219977.758812692
402,Mato Grosso,Centro-Oeste,2009-04-01,8881666.74,16057977.888312494
403,Goiás,Centro-Oeste,2009-04-01,18703863.13,33816425.38048701
404,Distrito Federal,Centro-Oeste,2009-04-01,11413515.79,20635539.426209714
405,Rondônia,Norte,2009-05-01,3097266.57,5573636.196343769
406,Acre,Norte,2009-05-01,1974047.0,3552364.5007035444
407,Amazonas,Norte,2009-05-01,6631186.83,11933045.511289684
408,Roraima,Norte,2009-05-01,1023868.77,1842486.5628462757
409,Pará,Norte,2009-05-01,20773989.12,37383497.70187319
410,Amapá,Norte,2009-05-01,1428137.91,2569982.585821388
411,Tocantins,Norte,2009-05-01,5185457.3,9331406.208886642
412,Maranhão,Nordeste,2009-05-01,14205255.28,25562838.463371735
413,Piauí,Nordeste,2009-05-01,10215034.11,18382300.191353
414,Ceará,Nordeste,2009-05-01,27649093.58,49755481.25765104
415,Rio Grande do Norte,Nordeste,2009-05-01,9698974.43,17453633.301721483
416,Paraíba,Nordeste,2009-05-01,13096472.29,23567545.882870898
417,Pernambuco,Nordeste,2009-05-01,28092318.79,50553080.04928107
418,Alagoas,Nordeste,2009-05-01,8886498.78,15991555.824971417
419,Sergipe,Nordeste,2009-05-01,4603411.0,8283994.159484654
420,Bahia,Nordeste,2009-05-01,39678985.72,71403680.00136311
421,Minas Gerais,Sudeste,2009-05-01,78747914.54,141709541.929008
422,Espírito Santo,Sudeste,2009-05-01,12051687.75,21687420.682822533
423,Rio de Janeiro,Sudeste,2009-05-01,41510503.46,74699558.2666652
424,São Paulo,Sudeste,2009-05-01,173177775.37,311639277.8567079
425,Paraná,Sul,2009-05-01,56093519.97,100942190.87029505
426,Santa Catarina,Sul,2009-05-01,27734220.84,49908670.64800809
427,Rio Grande do Sul,Sul,2009-05-01,53260985.58,95844949.20681998
428,Mato Grosso do Sul,Centro-Oeste,2009-05-01,8905998.17,16026645.638345351
429,Mato Grosso,Centro-Oeste,2009-05-01,9160620.06,16484846.361599684
430,Goiás,Centro-Oeste,2009-05-01,19402241.36,34914991.10271744
431,Distrito Federal,Centro-Oeste,2009-05-01,11568870.01,20818573.791190308
432,Rondônia,Norte,2009-06-01,2616151.35,4690970.718828991
433,Acre,Norte,2009-06-01,1631202.82,2924878.43453372
434,Amazonas,Norte,2009-06-01,7353154.2,13184799.512166763
435,Roraima,Norte,2009-06-01,1011005.26,1812814.1062030266
436,Pará,Norte,2009-06-01,20601225.49,36939661.59319621
437,Amapá,Norte,2009-06-01,1309406.39,2347871.438912574
438,Tocantins,Norte,2009-06-01,4936597.88,8851718.806602405
439,Maranhão,Nordeste,2009-06-01,14065792.13,25221101.607506488
440,Piauí,Nordeste,2009-06-01,9667626.78,17334835.824978933
441,Ceará,Nordeste,2009-06-01,26388807.72,47317264.08693
442,Rio Grande do Norte,Nordeste,2009-06-01,9985753.32,17905262.411354523
443,Paraíba,Nordeste,2009-06-01,11912859.46,21360719.40347983
444,Pernambuco,Nordeste,2009-06-01,26927784.25,48283692.54695241
445,Alagoas,Nordeste,2009-06-01,8540676.86,15314123.5766961
446,Sergipe,Nordeste,2009-06-01,4377999.63,7850107.017460652
447,Bahia,Nordeste,2009-06-01,38442083.27,68929760.88342743
448,Minas Gerais,Sudeste,2009-06-01,77487828.63,138941936.66164184
449,Espírito Santo,Sudeste,2009-06-01,11340715.85,20334819.68958326
450,Rio de Janeiro,Sudeste,2009-06-01,47218402.16,84666409.65647939
451,São Paulo,Sudeste,2009-06-01,173343332.14,310818598.23323613
452,Paraná,Sul,2009-06-01,55631165.25,99751173.50992973
453,Santa Catarina,Sul,2009-06-01,29200286.58,52358472.81090795
454,Rio Grande do Sul,Sul,2009-06-01,52233974.12,93659735.36851807
455,Mato Grosso do Sul,Centro-Oeste,2009-06-01,9441786.98,16929886.818895556
456,Mato Grosso,Centro-Oeste,2009-06-01,9058961.22,16243449.304271849
457,Goiás,Centro-Oeste,2009-06-01,19354716.81,34704570.82956506
458,Distrito Federal,Centro-Oeste,2009-06-01,11286996.65,20238496.824226517
459,Rondônia,Norte,2009-07-01,2894660.74,5177935.324886862
460,Acre,Norte,2009-07-01,1547433.03,2768030.131549617
461,Amazonas,Norte,2009-07-01,7301486.91,13060814.510334643
462,Roraima,Norte,2009-07-01,1025154.06,1833783.6097245666
463,Pará,Norte,2009-07-01,20552368.38,36763836.52644895
464,Amapá,Norte,2009-07-01,1297374.05,2320727.5485715587
465,Tocantins,Norte,2009-07-01,4977594.87,8903863.569983896
466,Maranhão,Nordeste,2009-07-01,13887274.23,24841393.95275316
467,Piauí,Nordeste,2009-07-01,10192609.53,18232420.887487307
468,Ceará,Nordeste,2009-07-01,27244235.77,48734170.759171315
469,Rio Grande do Norte,Nordeste,2009-07-01,10432256.45,18661098.49914011
470,Paraíba,Nordeste,2009-07-01,13035253.7,23317309.57946117
471,Pernambuco,Nordeste,2009-07-01,27475961.73,49148679.45008524
472,Alagoas,Nordeste,2009-07-01,8837702.01,15808778.139714783
473,Sergipe,Nordeste,2009-07-01,4630125.44,8282314.311705255
474,Bahia,Nordeste,2009-07-01,40200132.15,71909526.89143288
475,Minas Gerais,Sudeste,2009-07-01,81189212.31,145230314.7690075
476,Espírito Santo,Sudeste,2009-07-01,12047938.1,21551210.965068154
477,Rio de Janeiro,Sudeste,2009-07-01,43612280.27,78013137.59791392
478,São Paulo,Sudeste,2009-07-01,174652290.98,312415978.3359486
479,Paraná,Sul,2009-07-01,58055930.05,103849769.63658118
480,Santa Catarina,Sul,2009-07-01,31432114.47,56225399.267376825
481,Rio Grande do Sul,Sul,2009-07-01,57427569.31,102725765.28351216
482,Mato Grosso do Sul,Centro-Oeste,2009-07-01,9569095.92,17117087.0239525
483,Mato Grosso,Centro-Oeste,2009-07-01,9314851.42,16662297.43168125
484,Goiás,Centro-Oeste,2009-07-01,18972758.7,33938249.179171346
485,Distrito Federal,Centro-Oeste,2009-07-01,11474539.39,20525522.049360003
486,Rondônia,Norte,2009-08-01,2962185.9,5290789.72379544
487,Acre,Norte,2009-08-01,1306728.26,2333960.3533326844
488,Amazonas,Norte,2009-08-01,7103243.4,12687173.74771711
489,Roraima,Norte,2009-08-01,1143077.71,2041662.4768781809
490,Pará,Norte,2009-08-01,21838905.89,39006687.21086942
491,Amapá,Norte,2009-08-01,1511236.99,2699235.431817953
492,Tocantins,Norte,2009-08-01,5220541.87,9324461.803170364
493,Maranhão,Nordeste,2009-08-01,14348721.25,25628393.862486906
494,Piauí,Nordeste,2009-08-01,10141680.01,18114155.62369993
495,Ceará,Nordeste,2009-08-01,26832865.41,47926448.02313525
496,Rio Grande do Norte,Nordeste,2009-08-01,10006966.75,17873542.92897777
497,Paraíba,Nordeste,2009-08-01,12789023.47,22842602.131235145
498,Pernambuco,Nordeste,2009-08-01,29004715.26,51805610.66043181
499,Alagoas,Nordeste,2009-08-01,9156856.52,16355152.584544161
500,Sergipe,Nordeste,2009-08-01,4616988.67,8246449.424432131
501,Bahia,Nordeste,2009-08-01,42003125.91,75022201.31826094
502,Minas Gerais,Sudeste,2009-08-01,80180646.34,143211450.60576665
503,Espírito Santo,Sudeste,2009-08-01,12486079.09,22301510.158383075
504,Rio de Janeiro,Sudeste,2009-08-01,41668751.99,74424972.73114182
505,São Paulo,Sudeste,2009-08-01,175324812.41,313149392.75931036
506,Paraná,Sul,2009-08-01,56663963.66,101208069.56843804
507,Santa Catarina,Sul,2009-08-01,30409281.32,54314320.082294844
508,Rio Grande do Sul,Sul,2009-08-01,55075732.94,98371314.86901413
509,Mato Grosso do Sul,Centro-Oeste,2009-08-01,10007049.39,17873690.53310443
510,Mato Grosso,Centro-Oeste,2009-08-01,9938646.49,17751515.432481
511,Goiás,Centro-Oeste,2009-08-01,21138241.44,37755223.461788446
512,Distrito Federal,Centro-Oeste,2009-08-01,11962057.91,21365550.71228783
513,Rondônia,Norte,2009-09-01,2864868.96,5104717.644487462
514,Acre,Norte,2009-09-01,1072357.53,1910761.8816149947
515,Amazonas,Norte,2009-09-01,6932535.44,12352619.43066417
516,Roraima,Norte,2009-09-01,1166070.42,2077742.588159741
517,Pará,Norte,2009-09-01,21137567.26,37663611.865047574
518,Amapá,Norte,2009-09-01,1316319.13,2345460.676388977
519,Tocantins,Norte,2009-09-01,4893107.02,8718698.862009892
520,Maranhão,Nordeste,2009-09-01,14391400.02,25643069.41667978
521,Piauí,Nordeste,2009-09-01,9772106.75,17412260.8911718
522,Ceará,Nordeste,2009-09-01,26232241.74,46741470.2502269
523,Rio Grande do Norte,Nordeste,2009-09-01,10608562.67,18902685.53302348
524,Paraíba,Nordeste,2009-09-01,12583015.34,22420830.175406836
525,Pernambuco,Nordeste,2009-09-01,27896889.83,49707594.912656605
526,Alagoas,Nordeste,2009-09-01,9135660.89,16278220.745997762
527,Sergipe,Nordeste,2009-09-01,4557512.3,8120725.163212573
528,Bahia,Nordeste,2009-09-01,39864760.83,71032340.69113362
529,Minas Gerais,Sudeste,2009-09-01,79352790.65,141393409.6903248
530,Espírito Santo,Sudeste,2009-09-01,11783399.43,20996048.273832567
531,Rio de Janeiro,Sudeste,2009-09-01,39165374.4,69786150.97028296
532,São Paulo,Sudeste,2009-09-01,174194636.59,310385727.02328914
533,Paraná,Sul,2009-09-01,55333355.13,98594790.26950043
534,Santa Catarina,Sul,2009-09-01,29882598.04,53245795.04603744
535,Rio Grande do Sul,Sul,2009-09-01,53937538.14,96107677.69408673
536,Mato Grosso do Sul,Centro-Oeste,2009-09-01,9149863.29,16303527.048968794
537,Mato Grosso,Centro-Oeste,2009-09-01,9265522.67,16509612.732495653
538,Goiás,Centro-Oeste,2009-09-01,20535521.25,36590866.50288613
539,Distrito Federal,Centro-Oeste,2009-09-01,11062942.66,19712314.728857636
540,Rondônia,Norte,2009-10-01,3018308.79,5363105.661296545
541,Acre,Norte,2009-10-01,1725416.1,3065819.1384063805
542,Amazonas,Norte,2009-10-01,7093674.28,12604450.815803273
543,Roraima,Norte,2009-10-01,1130996.73,2009620.4157994315
544,Pará,Norte,2009-10-01,21561988.4,38312588.30772262
545,Amapá,Norte,2009-10-01,1315741.26,2337885.1838109805
546,Tocantins,Norte,2009-10-01,5222455.96,9279561.858529352
547,Maranhão,Nordeste,2009-10-01,14660126.12,26048960.14946613
548,Piauí,Nordeste,2009-10-01,9859220.97,17518434.15602968
549,Ceará,Nordeste,2009-10-01,26584150.46,47236256.37812397
550,Rio Grande do Norte,Nordeste,2009-10-01,10623893.29,18877148.168994784
551,Paraíba,Nordeste,2009-10-01,13657353.6,24267175.92751295
552,Pernambuco,Nordeste,2009-10-01,28673902.91,50949449.41935131
553,Alagoas,Nordeste,2009-10-01,9345347.88,16605354.723170543
554,Sergipe,Nordeste,2009-10-01,4409225.91,7834567.661931107
555,Bahia,Nordeste,2009-10-01,39287561.62,69808412.19455178
556,Minas Gerais,Sudeste,2009-10-01,78364716.58,139242961.6640043
557,Espírito Santo,Sudeste,2009-10-01,11450712.09,20346287.64267548
558,Rio de Janeiro,Sudeste,2009-10-01,39377911.31,69968950.75029558
559,São Paulo,Sudeste,2009-10-01,175954965.33,312646961.04687166
560,Paraná,Sul,2009-10-01,55885435.95,99300475.45846707
561,Santa Catarina,Sul,2009-10-01,29588801.3,52575093.80377498
562,Rio Grande do Sul,Sul,2009-10-01,56001401.86,99506530.39575478
563,Mato Grosso do Sul,Centro-Oeste,2009-10-01,9345162.63,16605025.560254194
564,Mato Grosso,Centro-Oeste,2009-10-01,9005061.7,16000714.553660588
565,Goiás,Centro-Oeste,2009-10-01,20206186.84,35903521.665462114
566,Distrito Federal,Centro-Oeste,2009-10-01,10372576.11,18430593.265366428
567,Rondônia,Norte,2009-11-01,2873953.69,5085749.107498994
568,Acre,Norte,2009-11-01,1887878.13,3340789.5708696577
569,Amazonas,Norte,2009-11-01,6605635.05,11689333.296112219
570,Roraima,Norte,2009-11-01,1195973.87,2116395.634038424
571,Pará,Norte,2009-11-01,20871165.81,36933619.79352946
572,Amapá,Norte,2009-11-01,1214762.88,2149644.6704340973
573,Tocantins,Norte,2009-11-01,5048762.41,8934291.116093792
574,Maranhão,Nordeste,2009-11-01,14200755.84,25129660.78416216
575,Piauí,Nordeste,2009-11-01,9714035.03,17189958.612045854
576,Ceará,Nordeste,2009-11-01,25246660.34,44676495.91510476
577,Rio Grande do Norte,Nordeste,2009-11-01,10317993.94,18258724.437391695
578,Paraíba,Nordeste,2009-11-01,12489356.07,22101167.359533776
579,Pernambuco,Nordeste,2009-11-01,26592781.61,47058592.422542885
580,Alagoas,Nordeste,2009-11-01,9246987.96,16363472.010094898
581,Sergipe,Nordeste,2009-11-01,4327723.87,7658341.150707475
582,Bahia,Nordeste,2009-11-01,38337810.14,67842597.5969609
583,Minas Gerais,Sudeste,2009-11-01,76633529.14,135610710.70294565
584,Espírito Santo,Sudeste,2009-11-01,11532658.59,20408195.27999531
585,Rio de Janeiro,Sudeste,2009-11-01,40512681.66,71691250.73645006
586,São Paulo,Sudeste,2009-11-01,170608941.93,301909622.6814446
587,Paraná,Sul,2009-11-01,54741063.67,96869798.79736619
588,Santa Catarina,Sul,2009-11-01,28923403.95,51182862.248746045
589,Rio Grande do Sul,Sul,2009-11-01,53060358.9,93895623.25176203
590,Mato Grosso do Sul,Centro-Oeste,2009-11-01,8984453.73,15898891.376608616
591,Mato Grosso,Centro-Oeste,2009-11-01,9384131.97,16606162.081574906
592,Goiás,Centro-Oeste,2009-11-01,19597931.32,34680503.74865873
593,Distrito Federal,Centro-Oeste,2009-11-01,10404461.1,18411736.74351482
594,Rondônia,Norte,2009-12-01,2860822.06,5043855.714233874
595,Acre,Norte,2009-12-01,1696979.12,2991908.4975692523
596,Amazonas,Norte,2009-12-01,6340054.13,11178017.220739894
597,Roraima,Norte,2009-12-01,1157875.83,2041426.7294620872
598,Pará,Norte,2009-12-01,19818780.64,34942078.84436255
599,Amapá,Norte,2009-12-01,1100929.43,1941025.7191856743
600,Tocantins,Norte,2009-12-01,4906430.25,8650424.85478892
601,Maranhão,Nordeste,2009-12-01,13579029.69,23940904.06855222
602,Piauí,Nordeste,2009-12-01,8722229.08,15377980.197067857
603,Ceará,Nordeste,2009-12-01,25052916.53,44170274.67904271
604,Rio Grande do Norte,Nordeste,2009-12-01,9796578.34,17272142.972830966
605,Paraíba,Nordeste,2009-12-01,11666223.98,20568476.211014416
606,Pernambuco,Nordeste,2009-12-01,25616140.68,45163283.432398036
607,Alagoas,Nordeste,2009-12-01,8535252.78,15048326.181752654
608,Sergipe,Nordeste,2009-12-01,3934161.45,6936238.009259872
609,Bahia,Nordeste,2009-12-01,37313314.82,65786327.22507199
610,Minas Gerais,Sudeste,2009-12-01,75006106.53,132241702.2412695
611,Espírito Santo,Sudeste,2009-12-01,10972630.85,19345616.627743494
612,Rio de Janeiro,Sudeste,2009-12-01,35922457.72,63334136.07707805
613,São Paulo,Sudeste,2009-12-01,156561482.64,276030285.10018253
614,Paraná,Sul,2009-12-01,51608456.44,90989793.30356674
615,Santa Catarina,Sul,2009-12-01,28055338.69,49463782.57664974
616,Rio Grande do Sul,Sul,2009-12-01,51498478.02,90795892.6447612
617,Mato Grosso do Sul,Centro-Oeste,2009-12-01,8575437.07,15119174.265446099
618,Mato Grosso,Centro-Oeste,2009-12-01,8934437.65,15752120.701424811
619,Goiás,Centro-Oeste,2009-12-01,18974293.85,33453181.795890924
620,Distrito Federal,Centro-Oeste,2009-12-01,10187012.4,17960509.12188203
621,Rondônia,Norte,2010-01-01,3024388.58,5292545.71798916
622,Acre,Norte,2010-01-01,1808823.59,3165360.962265067
623,Amazonas,Norte,2010-01-01,7191769.76,12585277.731756255
624,Roraima,Norte,2010-01-01,1203722.97,2106461.7465652158
625,Pará,Norte,2010-01-01,20592992.83,36036823.027217604
626,Amapá,Norte,2010-01-01,1235413.36,2161918.52186355
627,Tocantins,Norte,2010-01-01,4877548.79,8535493.796500748
628,Maranhão,Nordeste,2010-01-01,14976764.63,26208673.0640406
629,Piauí,Nordeste,2010-01-01,9905065.94,17333425.56370427
630,Ceará,Nordeste,2010-01-01,26736134.91,46787048.88295173
631,Rio Grande do Norte,Nordeste,2010-01-01,10016549.08,17528516.10833098
632,Paraíba,Nordeste,2010-01-01,12182379.59,21318623.327817563
633,Pernambuco,Nordeste,2010-01-01,66965586.9,117186803.48945965
634,Alagoas,Nordeste,2010-01-01,8733471.09,15283186.60050013
635,Sergipe,Nordeste,2010-01-01,4802604.08,8404343.881896706
636,Bahia,Nordeste,2010-01-01,38239791.34,66917936.81925487
637,Minas Gerais,Sudeste,2010-01-01,77808639.63,136161664.2846595
638,Espírito Santo,Sudeste,2010-01-01,11153426.28,19518000.7256613
639,Rio de Janeiro,Sudeste,2010-01-01,45906959.4,80335140.46610114
640,São Paulo,Sudeste,2010-01-01,173592387.51,303778969.8278669
641,Paraná,Sul,2010-01-01,54662337.38,95656663.15133281
642,Santa Catarina,Sul,2010-01-01,27814183.79,48673586.552534856
643,Rio Grande do Sul,Sul,2010-01-01,54036618.77,94561683.36866824
644,Mato Grosso do Sul,Centro-Oeste,2010-01-01,9216625.77,16128685.836170575
645,Mato Grosso,Centro-Oeste,2010-01-01,9524794.69,16667967.762027914
646,Goiás,Centro-Oeste,2010-01-01,20082335.59,35143195.53278957
647,Distrito Federal,Centro-Oeste,2010-01-01,10586145.9,18525285.250565752
648,Rondônia,Norte,2010-02-01,3112817.6,5405139.097955894
649,Acre,Norte,2010-02-01,1581859.94,2746763.256923298
650,Amazonas,Norte,2010-02-01,6403353.8,11118871.206081731
651,Roraima,Norte,2010-02-01,1095997.1,1903104.369641278
652,Pará,Norte,2010-02-01,19976751.24,34687904.35310532
653,Amapá,Norte,2010-02-01,1039163.18,1804417.1728450062
654,Tocantins,Norte,2010-02-01,4510065.99,7831340.331958465
655,Maranhão,Nordeste,2010-02-01,13707297.1,23801538.34985623
656,Piauí,Nordeste,2010-02-01,9005775.79,15637752.379051575
657,Ceará,Nordeste,2010-02-01,24097165.26,41842647.66966445
658,Rio Grande do Norte,Nordeste,2010-02-01,9082109.5,15770299.278173784
659,Paraíba,Nordeste,2010-02-01,11166673.41,19389964.591081552
660,Pernambuco,Nordeste,2010-02-01,25056326.29,43508148.01394696
661,Alagoas,Nordeste,2010-02-01,7907757.41,13731138.23114513
662,Sergipe,Nordeste,2010-02-01,4356574.24,7564815.1558162235
663,Bahia,Nordeste,2010-02-01,34774266.45,60382512.355247185
664,Minas Gerais,Sudeste,2010-02-01,73381164.45,127420058.60614064
665,Espírito Santo,Sudeste,2010-02-01,10334610.01,17945158.31161368
666,Rio de Janeiro,Sudeste,2010-02-01,36166761.03,62800459.008481756
667,São Paulo,Sudeste,2010-02-01,158553462.93,275314403.77336705
668,Paraná,Sul,2010-02-01,52560344.52,91266501.82364807
669,Santa Catarina,Sul,2010-02-01,27417176.04,47607559.84203621
670,Rio Grande do Sul,Sul,2010-02-01,47177823.68,81920218.94544588
671,Mato Grosso do Sul,Centro-Oeste,2010-02-01,8668534.89,15052162.663155654
672,Mato Grosso,Centro-Oeste,2010-02-01,8649322.45,15018801.9193038
673,Goiás,Centro-Oeste,2010-02-01,17733685.95,30793015.073936902
674,Distrito Federal,Centro-Oeste,2010-02-01,10498765.74,18230200.568627547
675,Rondônia,Norte,2010-03-01,3727820.59,6439558.127300428
676,Acre,Norte,2010-03-01,1913894.59,3306123.555112083
677,Amazonas,Norte,2010-03-01,7932713.42,13703226.30663569
678,Roraima,Norte,2010-03-01,1368271.0,2363595.6789431986
679,Pará,Norte,2010-03-01,22364787.1,38633658.20809225
680,Amapá,Norte,2010-03-01,1336848.71,2309315.796619814
681,Tocantins,Norte,2010-03-01,5559899.74,9604351.039246913
682,Maranhão,Nordeste,2010-03-01,16688624.82,28828471.48851084
683,Piauí,Nordeste,2010-03-01,10748069.36,18566563.419291783
684,Ceará,Nordeste,2010-03-01,28234137.13,48772563.709351234
685,Rio Grande do Norte,Nordeste,2010-03-01,11925138.56,20599870.910963483
686,Paraíba,Nordeste,2010-03-01,13159584.56,22732292.946867716
687,Pernambuco,Nordeste,2010-03-01,30789176.77,53186222.00703684
688,Alagoas,Nordeste,2010-03-01,10240195.0,17689244.786694847
689,Sergipe,Nordeste,2010-03-01,5333527.26,9213307.87925912
690,Bahia,Nordeste,2010-03-01,42440653.3,73313360.25641587
691,Minas Gerais,Sudeste,2010-03-01,86697894.08,149764752.61184597
692,Espírito Santo,Sudeste,2010-03-01,13375503.9,23105279.01397304
693,Rio de Janeiro,Sudeste,2010-03-01,43715394.13,75515388.88784961
694,São Paulo,Sudeste,2010-03-01,194124320.09,335336643.21067274
695,Paraná,Sul,2010-03-01,62807195.45,108495185.36325109
696,Santa Catarina,Sul,2010-03-01,31418659.8,54273611.39822914
697,Rio Grande do Sul,Sul,2010-03-01,57670260.83,99621477.98302762
698,Mato Grosso do Sul,Centro-Oeste,2010-03-01,10469992.72,18086204.817290395
699,Mato Grosso,Centro-Oeste,2010-03-01,10585865.22,18286366.729885448
700,Goiás,Centro-Oeste,2010-03-01,21683719.72,37457160.33856408
701,Distrito Federal,Centro-Oeste,2010-03-01,11752151.93,20301048.198808547
702,Rondônia,Norte,2010-04-01,3615567.36,6210240.215095144
703,Acre,Norte,2010-04-01,1957734.61,3362681.702466085
704,Amazonas,Norte,2010-04-01,7788766.25,13378290.203318408
705,Roraima,Norte,2010-04-01,1300698.18,2234130.1767745414
706,Pará,Norte,2010-04-01,21082570.95,36212250.22655549
