,UF,regiao,data,internacoes,ano,pop,internacao_por_mil
0,Rondônia,Norte,2008-02-01,5562,2008,1493566.0,3.723973363078699
1,Rondônia,Norte,2008-03-01,5105,2008,1493566.0,3.4179942500030127
2,Rondônia,Norte,2008-04-01,5175,2008,1493566.0,3.464861947848304
3,Rondônia,Norte,2008-05-01,5148,2008,1493566.0,3.4467844072508345
4,Rondônia,Norte,2008-06-01,6099,2008,1493566.0,4.0835155594061465
5,Rondônia,Norte,2008-07-01,7080,2008,1493566.0,4.740332867780868
6,Rondônia,Norte,2008-08-01,7332,2008,1493566.0,4.909056580023916
7,Rondônia,Norte,2008-09-01,6875,2008,1493566.0,4.60307746694823
8,Rondônia,Norte,2008-10-01,6907,2008,1493566.0,4.624502700248934
9,Rondônia,Norte,2008-11-01,6699,2008,1493566.0,4.485238683794355
10,Rondônia,Norte,2008-12-01,5864,2008,1493566.0,3.9261740023540974
11,Acre,Norte,2008-02-01,3723,2008,680073.0,5.474412305737767
12,Acre,Norte,2008-03-01,4163,2008,680073.0,6.121401673055686
13,Acre,Norte,2008-04-01,4223,2008,680073.0,6.209627495871767
14,Acre,Norte,2008-05-01,4471,2008,680073.0,6.574294230178231
15,Acre,Norte,2008-06-01,4478,2008,680073.0,6.584587242840107
16,Acre,Norte,2008-07-01,4083,2008,680073.0,6.003767242634247
17,Acre,Norte,2008-08-01,3823,2008,680073.0,5.621455343764566
18,Acre,Norte,2008-09-01,4182,2008,680073.0,6.149339850280779
19,Acre,Norte,2008-10-01,4141,2008,680073.0,6.089052204689791
20,Acre,Norte,2008-11-01,3928,2008,680073.0,5.775850533692706
21,Acre,Norte,2008-12-01,4060,2008,680073.0,5.969947343888083
22,Amazonas,Norte,2008-02-01,13828,2008,3341096.0,4.138761651865137
23,Amazonas,Norte,2008-03-01,14869,2008,3341096.0,4.450336057389551
24,Amazonas,Norte,2008-04-01,14323,2008,3341096.0,4.28691662855542
25,Amazonas,Norte,2008-05-01,14904,2008,3341096.0,4.460811661801996
26,Amazonas,Norte,2008-06-01,14578,2008,3341096.0,4.363238889274657
27,Amazonas,Norte,2008-07-01,14936,2008,3341096.0,4.470389357264802
28,Amazonas,Norte,2008-08-01,14413,2008,3341096.0,4.313853897044563
29,Amazonas,Norte,2008-09-01,13346,2008,3341096.0,3.994497613956618
30,Amazonas,Norte,2008-10-01,12602,2008,3341096.0,3.7718161944463735
31,Amazonas,Norte,2008-11-01,12137,2008,3341096.0,3.6326403072524704
32,Amazonas,Norte,2008-12-01,12050,2008,3341096.0,3.606600947712966
33,Roraima,Norte,2008-02-01,1739,2008,412783.0,4.212867293468966
34,Roraima,Norte,2008-03-01,2047,2008,412783.0,4.959022052749265
35,Roraima,Norte,2008-04-01,2211,2008,412783.0,5.356325236262152
36,Roraima,Norte,2008-05-01,2415,2008,412783.0,5.8505316352659875
37,Roraima,Norte,2008-06-01,2295,2008,412783.0,5.559821988793143
38,Roraima,Norte,2008-07-01,2228,2008,412783.0,5.397509102845805
39,Roraima,Norte,2008-08-01,2298,2008,412783.0,5.567089729954964
40,Roraima,Norte,2008-09-01,2116,2008,412783.0,5.126180099471151
41,Roraima,Norte,2008-10-01,2205,2008,412783.0,5.34178975393851
42,Roraima,Norte,2008-11-01,2122,2008,412783.0,5.140715581794793
43,Roraima,Norte,2008-12-01,1986,2008,412783.0,4.81124464912557
44,Pará,Norte,2008-02-01,40225,2008,7321493.0,5.4940979934010725
45,Pará,Norte,2008-03-01,43274,2008,7321493.0,5.910543109171859
46,Pará,Norte,2008-04-01,44734,2008,7321493.0,6.109955988484862
47,Pará,Norte,2008-05-01,44894,2008,7321493.0,6.131809454710945
48,Pará,Norte,2008-06-01,43375,2008,7321493.0,5.924338109727073
49,Pará,Norte,2008-07-01,42102,2008,7321493.0,5.750466469065804
50,Pará,Norte,2008-08-01,42623,2008,7321493.0,5.821626818464486
51,Pará,Norte,2008-09-01,43120,2008,7321493.0,5.889509147929254
52,Pará,Norte,2008-10-01,41511,2008,7321493.0,5.669745228193212
53,Pará,Norte,2008-11-01,39500,2008,7321493.0,5.395074474564136
54,Pará,Norte,2008-12-01,38044,2008,7321493.0,5.196207931906785
55,Amapá,Norte,2008-02-01,2511,2008,613164.0,4.09515235728125
56,Amapá,Norte,2008-03-01,2390,2008,613164.0,3.897815266388764
57,Amapá,Norte,2008-04-01,2663,2008,613164.0,4.34304688468338
58,Amapá,Norte,2008-05-01,2740,2008,613164.0,4.468625033433144
59,Amapá,Norte,2008-06-01,2699,2008,613164.0,4.401758746436516
60,Amapá,Norte,2008-07-01,2674,2008,613164.0,4.360986620219061
61,Amapá,Norte,2008-08-01,2931,2008,613164.0,4.780124077734505
62,Amapá,Norte,2008-09-01,2852,2008,613164.0,4.651284158887345
63,Amapá,Norte,2008-10-01,3017,2008,613164.0,4.920380191922552
64,Amapá,Norte,2008-11-01,2897,2008,613164.0,4.724673986078765
65,Amapá,Norte,2008-12-01,3018,2008,613164.0,4.922011076971251
66,Tocantins,Norte,2008-02-01,7846,2008,1280509.0,6.1272509603602945
67,Tocantins,Norte,2008-03-01,8562,2008,1280509.0,6.686403609814534
68,Tocantins,Norte,2008-04-01,8793,2008,1280509.0,6.866800623814436
69,Tocantins,Norte,2008-05-01,8751,2008,1280509.0,6.834001166723545
70,Tocantins,Norte,2008-06-01,8466,2008,1280509.0,6.611433422178212
71,Tocantins,Norte,2008-07-01,7590,2008,1280509.0,5.927330459996767
72,Tocantins,Norte,2008-08-01,8346,2008,1280509.0,6.517720687632808
73,Tocantins,Norte,2008-09-01,8254,2008,1280509.0,6.4458742578146655
74,Tocantins,Norte,2008-10-01,8491,2008,1280509.0,6.630956908541838
75,Tocantins,Norte,2008-11-01,7653,2008,1280509.0,5.976529645633104
76,Tocantins,Norte,2008-12-01,7512,2008,1280509.0,5.866417182542254
77,Maranhão,Nordeste,2008-02-01,25847,2008,6305539.0,4.099094462820704
78,Maranhão,Nordeste,2008-03-01,28377,2008,6305539.0,4.500328996458511
79,Maranhão,Nordeste,2008-04-01,29188,2008,6305539.0,4.62894607423727
80,Maranhão,Nordeste,2008-05-01,27669,2008,6305539.0,4.388046763329828
81,Maranhão,Nordeste,2008-06-01,27734,2008,6305539.0,4.3983551604391
82,Maranhão,Nordeste,2008-07-01,27433,2008,6305539.0,4.350619352286934
83,Maranhão,Nordeste,2008-08-01,27837,2008,6305539.0,4.414690005089176
84,Maranhão,Nordeste,2008-09-01,28582,2008,6305539.0,4.532840095033906
85,Maranhão,Nordeste,2008-10-01,27068,2008,6305539.0,4.292733737750254
86,Maranhão,Nordeste,2008-11-01,25929,2008,6305539.0,4.112098902250862
87,Maranhão,Nordeste,2008-12-01,23784,2008,6305539.0,3.771921797644896
88,Piauí,Nordeste,2008-02-01,18396,2008,3119697.0,5.896726509016741
89,Piauí,Nordeste,2008-03-01,19739,2008,3119697.0,6.327217034218387
90,Piauí,Nordeste,2008-04-01,19263,2008,3119697.0,6.174638113893753
91,Piauí,Nordeste,2008-05-01,19030,2008,3119697.0,6.099951373482745
92,Piauí,Nordeste,2008-06-01,18443,2008,3119697.0,5.911792074679047
93,Piauí,Nordeste,2008-07-01,19004,2008,3119697.0,6.091617230775937
94,Piauí,Nordeste,2008-08-01,19154,2008,3119697.0,6.1396988233152126
95,Piauí,Nordeste,2008-09-01,19262,2008,3119697.0,6.174317569943491
96,Piauí,Nordeste,2008-10-01,19045,2008,3119697.0,6.104759532736673
97,Piauí,Nordeste,2008-11-01,18080,2008,3119697.0,5.795434620734
98,Piauí,Nordeste,2008-12-01,16898,2008,3119697.0,5.41655167152451
99,Ceará,Nordeste,2008-02-01,41110,2008,8450527.0,4.864785355990224
100,Ceará,Nordeste,2008-03-01,43877,2008,8450527.0,5.192220556185431
101,Ceará,Nordeste,2008-04-01,45769,2008,8450527.0,5.416111918227112
102,Ceará,Nordeste,2008-05-01,44941,2008,8450527.0,5.318129863380118
103,Ceará,Nordeste,2008-06-01,41628,2008,8450527.0,4.926083308177112
104,Ceará,Nordeste,2008-07-01,41498,2008,8450527.0,4.910699652222873
105,Ceará,Nordeste,2008-08-01,39793,2008,8450527.0,4.708937087592289
106,Ceará,Nordeste,2008-09-01,40935,2008,8450527.0,4.844076588359519
107,Ceará,Nordeste,2008-10-01,39462,2008,8450527.0,4.669767932816498
108,Ceará,Nordeste,2008-11-01,36021,2008,8450527.0,4.262574393289318
109,Ceará,Nordeste,2008-12-01,35643,2008,8450527.0,4.217843455206995
110,Rio Grande do Norte,Nordeste,2008-02-01,12423,2008,3106430.0,3.9991243968156374
111,Rio Grande do Norte,Nordeste,2008-03-01,14359,2008,3106430.0,4.622347839803247
112,Rio Grande do Norte,Nordeste,2008-04-01,15815,2008,3106430.0,5.091053073785664
113,Rio Grande do Norte,Nordeste,2008-05-01,15456,2008,3106430.0,4.975486329967197
114,Rio Grande do Norte,Nordeste,2008-06-01,14013,2008,3106430.0,4.5109659641453375
115,Rio Grande do Norte,Nordeste,2008-07-01,13694,2008,3106430.0,4.40827573774397
116,Rio Grande do Norte,Nordeste,2008-08-01,13254,2008,3106430.0,4.266634046155876
117,Rio Grande do Norte,Nordeste,2008-09-01,13401,2008,3106430.0,4.313955247663717
118,Rio Grande do Norte,Nordeste,2008-10-01,12600,2008,3106430.0,4.056102986386302
119,Rio Grande do Norte,Nordeste,2008-11-01,12100,2008,3106430.0,3.89514651867256
120,Rio Grande do Norte,Nordeste,2008-12-01,11609,2008,3106430.0,3.737087267377665
121,Paraíba,Nordeste,2008-02-01,17603,2008,3742606.0,4.7034071980860395
122,Paraíba,Nordeste,2008-03-01,19815,2008,3742606.0,5.2944392222959085
123,Paraíba,Nordeste,2008-04-01,20801,2008,3742606.0,5.5578920142809585
124,Paraíba,Nordeste,2008-05-01,21183,2008,3742606.0,5.65995993166259
125,Paraíba,Nordeste,2008-06-01,18775,2008,3742606.0,5.01655798125691
126,Paraíba,Nordeste,2008-07-01,19028,2008,3742606.0,5.084157937009667
127,Paraíba,Nordeste,2008-08-01,18765,2008,3742606.0,5.01388604624692
128,Paraíba,Nordeste,2008-09-01,18602,2008,3742606.0,4.970333505584077
129,Paraíba,Nordeste,2008-10-01,17371,2008,3742606.0,4.641418305854263
130,Paraíba,Nordeste,2008-11-01,16705,2008,3742606.0,4.463467434188905
131,Paraíba,Nordeste,2008-12-01,16177,2008,3742606.0,4.322389265661413
132,Pernambuco,Nordeste,2008-02-01,36866,2008,8734194.0,4.220881743638852
133,Pernambuco,Nordeste,2008-03-01,41469,2008,8734194.0,4.747890875792317
134,Pernambuco,Nordeste,2008-04-01,45686,2008,8734194.0,5.230705889976797
135,Pernambuco,Nordeste,2008-05-01,44966,2008,8734194.0,5.148271265785945
136,Pernambuco,Nordeste,2008-06-01,40443,2008,8734194.0,4.630421536320352
137,Pernambuco,Nordeste,2008-07-01,42719,2008,8734194.0,4.891006542790325
138,Pernambuco,Nordeste,2008-08-01,42221,2008,8734194.0,4.833989261058319
139,Pernambuco,Nordeste,2008-09-01,41135,2008,8734194.0,4.709650369570449
140,Pernambuco,Nordeste,2008-10-01,40687,2008,8734194.0,4.658357714518363
141,Pernambuco,Nordeste,2008-11-01,38112,2008,8734194.0,4.363539440502467
142,Pernambuco,Nordeste,2008-12-01,35984,2008,8734194.0,4.119899329005057
143,Alagoas,Nordeste,2008-02-01,13445,2008,3127557.0,4.298882482397603
144,Alagoas,Nordeste,2008-03-01,14959,2008,3127557.0,4.782966385584659
145,Alagoas,Nordeste,2008-04-01,17517,2008,3127557.0,5.600857154641786
146,Alagoas,Nordeste,2008-05-01,17140,2008,3127557.0,5.4803157864109275
147,Alagoas,Nordeste,2008-06-01,16056,2008,3127557.0,5.133719385450049
148,Alagoas,Nordeste,2008-07-01,14778,2008,3127557.0,4.725093739298756
149,Alagoas,Nordeste,2008-08-01,14650,2008,3127557.0,4.684167227008173
150,Alagoas,Nordeste,2008-09-01,14639,2008,3127557.0,4.680650104858201
151,Alagoas,Nordeste,2008-10-01,14274,2008,3127557.0,4.563945597154584
152,Alagoas,Nordeste,2008-11-01,13859,2008,3127557.0,4.431254170587459
153,Alagoas,Nordeste,2008-12-01,13382,2008,3127557.0,4.278738964629581
154,Sergipe,Nordeste,2008-02-01,8119,2008,1999374.0,4.060771021329677
155,Sergipe,Nordeste,2008-03-01,9162,2008,1999374.0,4.582434301936506
156,Sergipe,Nordeste,2008-04-01,9738,2008,1999374.0,4.870524474160412
157,Sergipe,Nordeste,2008-05-01,9324,2008,1999374.0,4.663459662874479
158,Sergipe,Nordeste,2008-06-01,8590,2008,1999374.0,4.296344755908599
159,Sergipe,Nordeste,2008-07-01,8695,2008,1999374.0,4.348861193553582
160,Sergipe,Nordeste,2008-08-01,8209,2008,1999374.0,4.105785110739662
161,Sergipe,Nordeste,2008-09-01,7787,2008,1999374.0,3.8947190470617303
162,Sergipe,Nordeste,2008-10-01,7743,2008,1999374.0,3.8727121589057374
163,Sergipe,Nordeste,2008-11-01,7160,2008,1999374.0,3.5811208908388323
164,Sergipe,Nordeste,2008-12-01,6609,2008,1999374.0,3.3055346323399224
165,Bahia,Nordeste,2008-02-01,60453,2008,14502575.0,4.168432157737505
166,Bahia,Nordeste,2008-03-01,74394,2008,14502575.0,5.129709723962813
167,Bahia,Nordeste,2008-04-01,80024,2008,14502575.0,5.517916645837032
168,Bahia,Nordeste,2008-05-01,75255,2008,14502575.0,5.189078491233453
169,Bahia,Nordeste,2008-06-01,68707,2008,14502575.0,4.7375724655793885
170,Bahia,Nordeste,2008-07-01,75935,2008,14502575.0,5.235966716255562
171,Bahia,Nordeste,2008-08-01,75125,2008,14502575.0,5.1801145658615795
172,Bahia,Nordeste,2008-09-01,74477,2008,14502575.0,5.1354328455463945
173,Bahia,Nordeste,2008-10-01,71007,2008,14502575.0,4.89616499138946
174,Bahia,Nordeste,2008-11-01,64074,2008,14502575.0,4.418111955980231
175,Bahia,Nordeste,2008-12-01,61401,2008,14502575.0,4.233799859680091
176,Minas Gerais,Sudeste,2008-02-01,86508,2008,19850072.0,4.358069834708912
177,Minas Gerais,Sudeste,2008-03-01,96745,2008,19850072.0,4.873785848232692
178,Minas Gerais,Sudeste,2008-04-01,99252,2008,19850072.0,5.000082619347678
179,Minas Gerais,Sudeste,2008-05-01,96742,2008,19850072.0,4.873634715279622
180,Minas Gerais,Sudeste,2008-06-01,93733,2008,19850072.0,4.722048363351025
181,Minas Gerais,Sudeste,2008-07-01,95032,2008,19850072.0,4.787488932030071
182,Minas Gerais,Sudeste,2008-08-01,93469,2008,19850072.0,4.708748663480918
183,Minas Gerais,Sudeste,2008-09-01,95453,2008,19850072.0,4.808697923110808
184,Minas Gerais,Sudeste,2008-10-01,97086,2008,19850072.0,4.890964627231579
185,Minas Gerais,Sudeste,2008-11-01,89094,2008,19850072.0,4.488346440254726
186,Minas Gerais,Sudeste,2008-12-01,86945,2008,19850072.0,4.380084868206019
187,Espírito Santo,Sudeste,2008-02-01,13848,2008,3453648.0,4.009673249850593
188,Espírito Santo,Sudeste,2008-03-01,16611,2008,3453648.0,4.80969687704132
189,Espírito Santo,Sudeste,2008-04-01,16654,2008,3453648.0,4.822147479997962
190,Espírito Santo,Sudeste,2008-05-01,15850,2008,3453648.0,4.589350159599357
191,Espírito Santo,Sudeste,2008-06-01,15480,2008,3453648.0,4.482217064391044
192,Espírito Santo,Sudeste,2008-07-01,15071,2008,3453648.0,4.363791561849963
193,Espírito Santo,Sudeste,2008-08-01,15659,2008,3453648.0,4.5340463185593896
194,Espírito Santo,Sudeste,2008-09-01,15659,2008,3453648.0,4.5340463185593896
195,Espírito Santo,Sudeste,2008-10-01,15998,2008,3453648.0,4.632203397682682
196,Espírito Santo,Sudeste,2008-11-01,14409,2008,3453648.0,4.172110186098873
197,Espírito Santo,Sudeste,2008-12-01,14133,2008,3453648.0,4.092194688051591
198,Rio de Janeiro,Sudeste,2008-02-01,47536,2008,15872362.0,2.99489137155516
199,Rio de Janeiro,Sudeste,2008-03-01,58293,2008,15872362.0,3.672610289508266
200,Rio de Janeiro,Sudeste,2008-04-01,59623,2008,15872362.0,3.7564037412957187
201,Rio de Janeiro,Sudeste,2008-05-01,57523,2008,15872362.0,3.6240982911050037
202,Rio de Janeiro,Sudeste,2008-06-01,55039,2008,15872362.0,3.4675998443079865
203,Rio de Janeiro,Sudeste,2008-07-01,55119,2008,15872362.0,3.4726400519342993
204,Rio de Janeiro,Sudeste,2008-08-01,54069,2008,15872362.0,3.406487326838942
205,Rio de Janeiro,Sudeste,2008-09-01,53630,2008,15872362.0,3.3788291874895493
206,Rio de Janeiro,Sudeste,2008-10-01,53528,2008,15872362.0,3.3724029227660006
207,Rio de Janeiro,Sudeste,2008-11-01,47397,2008,15872362.0,2.986134010804441
208,Rio de Janeiro,Sudeste,2008-12-01,45821,2008,15872362.0,2.886841920566076
209,São Paulo,Sudeste,2008-02-01,167955,2008,41011635.0,4.095301248048267
210,São Paulo,Sudeste,2008-03-01,188153,2008,41011635.0,4.587795634092618
211,São Paulo,Sudeste,2008-04-01,188980,2008,41011635.0,4.607960643363767
212,São Paulo,Sudeste,2008-05-01,186439,2008,41011635.0,4.546002616086874
213,São Paulo,Sudeste,2008-06-01,186358,2008,41011635.0,4.5440275668112236
214,São Paulo,Sudeste,2008-07-01,191029,2008,41011635.0,4.657922075040412
215,São Paulo,Sudeste,2008-08-01,188355,2008,41011635.0,4.592721065619549
216,São Paulo,Sudeste,2008-09-01,190610,2008,41011635.0,4.647705462120689
217,São Paulo,Sudeste,2008-10-01,192319,2008,41011635.0,4.689376563504479
218,São Paulo,Sudeste,2008-11-01,173541,2008,41011635.0,4.2315064980949915
219,São Paulo,Sudeste,2008-12-01,164886,2008,41011635.0,4.020468825493058
220,Paraná,Sul,2008-02-01,56290,2008,10590169.0,5.315307055062105
221,Paraná,Sul,2008-03-01,63308,2008,10590169.0,5.977997140555547
222,Paraná,Sul,2008-04-01,63368,2008,10590169.0,5.9836627725204385
223,Paraná,Sul,2008-05-01,63544,2008,10590169.0,6.000281959617452
224,Paraná,Sul,2008-06-01,62477,2008,10590169.0,5.899528137841804
225,Paraná,Sul,2008-07-01,65374,2008,10590169.0,6.173083734546634
226,Paraná,Sul,2008-08-01,61044,2008,10590169.0,5.764213961080319
227,Paraná,Sul,2008-09-01,63104,2008,10590169.0,5.958733991874917
228,Paraná,Sul,2008-10-01,63403,2008,10590169.0,5.986967724499959
229,Paraná,Sul,2008-11-01,57897,2008,10590169.0,5.467051564521775
230,Paraná,Sul,2008-12-01,55192,2008,10590169.0,5.211625990104596
231,Santa Catarina,Sul,2008-02-01,29011,2008,6052587.0,4.793157041774038
232,Santa Catarina,Sul,2008-03-01,31710,2008,6052587.0,5.239082065239211
233,Santa Catarina,Sul,2008-04-01,31495,2008,6052587.0,5.203560064481518
234,Santa Catarina,Sul,2008-05-01,31708,2008,6052587.0,5.23875162802286
235,Santa Catarina,Sul,2008-06-01,32309,2008,6052587.0,5.338048011536224
236,Santa Catarina,Sul,2008-07-01,32942,2008,6052587.0,5.442631390511198
237,Santa Catarina,Sul,2008-08-01,30849,2008,6052587.0,5.096828843600266
238,Santa Catarina,Sul,2008-09-01,32316,2008,6052587.0,5.3392045417934515
239,Santa Catarina,Sul,2008-10-01,32539,2008,6052587.0,5.376048291416546
240,Santa Catarina,Sul,2008-11-01,29345,2008,6052587.0,4.848340056904593
241,Santa Catarina,Sul,2008-12-01,29185,2008,6052587.0,4.821905079596543
242,Rio Grande do Sul,Sul,2008-02-01,54736,2008,10855214.0,5.042369500960552
243,Rio Grande do Sul,Sul,2008-03-01,61611,2008,10855214.0,5.675705702347278
244,Rio Grande do Sul,Sul,2008-04-01,59890,2008,10855214.0,5.517164378334688
245,Rio Grande do Sul,Sul,2008-05-01,59106,2008,10855214.0,5.444941020969278
246,Rio Grande do Sul,Sul,2008-06-01,60888,2008,10855214.0,5.6091017643687175
247,Rio Grande do Sul,Sul,2008-07-01,64579,2008,10855214.0,5.949122698087757
248,Rio Grande do Sul,Sul,2008-08-01,61252,2008,10855214.0,5.642634037431229
249,Rio Grande do Sul,Sul,2008-09-01,61948,2008,10855214.0,5.706750691418889
250,Rio Grande do Sul,Sul,2008-10-01,62243,2008,10855214.0,5.73392657206021
251,Rio Grande do Sul,Sul,2008-11-01,58598,2008,10855214.0,5.398143233288629
252,Rio Grande do Sul,Sul,2008-12-01,55442,2008,10855214.0,5.1074073712411385
253,Mato Grosso do Sul,Centro-Oeste,2008-02-01,12062,2008,2336058.0,5.163399196424061
254,Mato Grosso do Sul,Centro-Oeste,2008-03-01,13397,2008,2336058.0,5.734874733418434
255,Mato Grosso do Sul,Centro-Oeste,2008-04-01,13124,2008,2336058.0,5.618011196639809
256,Mato Grosso do Sul,Centro-Oeste,2008-05-01,12990,2008,2336058.0,5.560649607158727
257,Mato Grosso do Sul,Centro-Oeste,2008-06-01,13383,2008,2336058.0,5.728881731532351
258,Mato Grosso do Sul,Centro-Oeste,2008-07-01,13603,2008,2336058.0,5.823057475456517
259,Mato Grosso do Sul,Centro-Oeste,2008-08-01,12686,2008,2336058.0,5.43051585191806
260,Mato Grosso do Sul,Centro-Oeste,2008-09-01,13317,2008,2336058.0,5.700629008355101
261,Mato Grosso do Sul,Centro-Oeste,2008-10-01,13340,2008,2336058.0,5.710474654310809
262,Mato Grosso do Sul,Centro-Oeste,2008-11-01,12329,2008,2336058.0,5.277694303822936
263,Mato Grosso do Sul,Centro-Oeste,2008-12-01,11137,2008,2336058.0,4.767433000379271
264,Mato Grosso,Centro-Oeste,2008-02-01,13522,2008,2957732.0,4.571746189309917
265,Mato Grosso,Centro-Oeste,2008-03-01,16016,2008,2957732.0,5.41495984085103
266,Mato Grosso,Centro-Oeste,2008-04-01,15480,2008,2957732.0,5.233739906117255
267,Mato Grosso,Centro-Oeste,2008-05-01,15568,2008,2957732.0,5.263492432715338
268,Mato Grosso,Centro-Oeste,2008-06-01,15085,2008,2957732.0,5.100191633319043
269,Mato Grosso,Centro-Oeste,2008-07-01,15150,2008,2957732.0,5.122167931374445
270,Mato Grosso,Centro-Oeste,2008-08-01,14483,2008,2957732.0,4.896657303636705
271,Mato Grosso,Centro-Oeste,2008-09-01,14952,2008,2957732.0,5.05522474652876
272,Mato Grosso,Centro-Oeste,2008-10-01,14449,2008,2957732.0,4.885162009269265
273,Mato Grosso,Centro-Oeste,2008-11-01,13244,2008,2957732.0,4.477755253011429
274,Mato Grosso,Centro-Oeste,2008-12-01,12567,2008,2957732.0,4.248863656342089
275,Goiás,Centro-Oeste,2008-02-01,28761,2008,5844996.0,4.920619278439198
276,Goiás,Centro-Oeste,2008-03-01,33751,2008,5844996.0,5.7743409918501225
277,Goiás,Centro-Oeste,2008-04-01,34080,2008,5844996.0,5.830628455519901
278,Goiás,Centro-Oeste,2008-05-01,29786,2008,5844996.0,5.095982957045651
279,Goiás,Centro-Oeste,2008-06-01,28488,2008,5844996.0,4.873912659649382
280,Goiás,Centro-Oeste,2008-07-01,28751,2008,5844996.0,4.918908413282062
281,Goiás,Centro-Oeste,2008-08-01,30948,2008,5844996.0,5.294785488304868
282,Goiás,Centro-Oeste,2008-09-01,32218,2008,5844996.0,5.512065363261155
283,Goiás,Centro-Oeste,2008-10-01,29253,2008,5844996.0,5.004793844170296
284,Goiás,Centro-Oeste,2008-11-01,25739,2008,5844996.0,4.403595827952662
285,Goiás,Centro-Oeste,2008-12-01,24626,2008,5844996.0,4.213176535963412
286,Distrito Federal,Centro-Oeste,2008-02-01,14212,2008,2557158.0,5.5577324514167685
287,Distrito Federal,Centro-Oeste,2008-03-01,16576,2008,2557158.0,6.482196250681421
288,Distrito Federal,Centro-Oeste,2008-04-01,16585,2008,2557158.0,6.4857157829121235
289,Distrito Federal,Centro-Oeste,2008-05-01,15974,2008,2557158.0,6.2467786503610645
290,Distrito Federal,Centro-Oeste,2008-06-01,15376,2008,2557158.0,6.012925286587689
291,Distrito Federal,Centro-Oeste,2008-07-01,15099,2008,2557158.0,5.904601905709385
292,Distrito Federal,Centro-Oeste,2008-08-01,15648,2008,2557158.0,6.119293371782268
293,Distrito Federal,Centro-Oeste,2008-09-01,16040,2008,2557158.0,6.27258855338622
294,Distrito Federal,Centro-Oeste,2008-10-01,15609,2008,2557158.0,6.104042065449222
295,Distrito Federal,Centro-Oeste,2008-11-01,15052,2008,2557158.0,5.886222126282381
296,Distrito Federal,Centro-Oeste,2008-12-01,14155,2008,2557158.0,5.535442080622316
297,Rondônia,Norte,2009-01-01,7062,2009,1503928.0,4.695703517721593
298,Rondônia,Norte,2009-02-01,6923,2009,1503928.0,4.603278880371933
299,Rondônia,Norte,2009-03-01,9130,2009,1503928.0,6.0707693453410005
300,Rondônia,Norte,2009-04-01,8415,2009,1503928.0,5.595347649621525
301,Rondônia,Norte,2009-05-01,8403,2009,1503928.0,5.58736854423882
302,Rondônia,Norte,2009-06-01,7383,2009,1503928.0,4.909144586708938
303,Rondônia,Norte,2009-07-01,7884,2009,1503928.0,5.24227223643685
304,Rondônia,Norte,2009-08-01,8161,2009,1503928.0,5.426456585687613
305,Rondônia,Norte,2009-09-01,8019,2009,1503928.0,5.332037171992276
306,Rondônia,Norte,2009-10-01,8521,2009,1503928.0,5.665829747168748
307,Rondônia,Norte,2009-11-01,8352,2009,1503928.0,5.553457346362326
308,Rondônia,Norte,2009-12-01,8359,2009,1503928.0,5.5581118245022365
309,Acre,Norte,2009-01-01,4053,2009,691132.0,5.864292204672913
310,Acre,Norte,2009-02-01,3782,2009,691132.0,5.47218186974413
311,Acre,Norte,2009-03-01,4519,2009,691132.0,6.538548352557832
312,Acre,Norte,2009-04-01,4274,2009,691132.0,6.184057459356534
313,Acre,Norte,2009-05-01,4597,2009,691132.0,6.651406677740287
314,Acre,Norte,2009-06-01,3933,2009,691132.0,5.690664012084522
315,Acre,Norte,2009-07-01,3787,2009,691132.0,5.479416377768646
316,Acre,Norte,2009-08-01,3027,2009,691132.0,4.3797711580421685
317,Acre,Norte,2009-09-01,1971,2009,691132.0,2.851843063264326
318,Acre,Norte,2009-10-01,4232,2009,691132.0,6.123287591950597
319,Acre,Norte,2009-11-01,4158,2009,691132.0,6.016216873187756
320,Acre,Norte,2009-12-01,4026,2009,691132.0,5.825225861340526
321,Amazonas,Norte,2009-01-01,12585,2009,3393369.0,3.7087036511502287
322,Amazonas,Norte,2009-02-01,12170,2009,3393369.0,3.586406311839355
323,Amazonas,Norte,2009-03-01,13891,2009,3393369.0,4.093571904499629
324,Amazonas,Norte,2009-04-01,12228,2009,3393369.0,3.603498470104489
325,Amazonas,Norte,2009-05-01,12526,2009,3393369.0,3.691316800501213
326,Amazonas,Norte,2009-06-01,13409,2009,3393369.0,3.9515301754686862
327,Amazonas,Norte,2009-07-01,13492,2009,3393369.0,3.975989643330861
328,Amazonas,Norte,2009-08-01,13728,2009,3393369.0,4.045537045926924
329,Amazonas,Norte,2009-09-01,13201,2009,3393369.0,3.8902341596213086
330,Amazonas,Norte,2009-10-01,12614,2009,3393369.0,3.717249730282796
331,Amazonas,Norte,2009-11-01,12707,2009,3393369.0,3.7446561219837866
332,Amazonas,Norte,2009-12-01,12549,2009,3393369.0,3.69809472533049
333,Roraima,Norte,2009-01-01,2224,2009,421499.0,5.2764063497185045
334,Roraima,Norte,2009-02-01,2142,2009,421499.0,5.08186259042133
335,Roraima,Norte,2009-03-01,2525,2009,421499.0,5.990524295431306
336,Roraima,Norte,2009-04-01,2256,2009,421499.0,5.3523258655417925
337,Roraima,Norte,2009-05-01,2372,2009,421499.0,5.627534110401211
338,Roraima,Norte,2009-06-01,2371,2009,421499.0,5.625161625531733
339,Roraima,Norte,2009-07-01,2646,2009,421499.0,6.277594964638113
